name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Acker, Maurice",Sr.,2009-10,G,5-8,34,102,230,0.443,51,103,0.495,40,55,0.727,62,1.824,127,3.735,1,0.029,42,1.235,295,8.676,41
"Butler, Jimmy",Jr.,2009-10,G,6-6,34,148,279,0.530,16,32,0.500,187,244,0.766,216,6.353,68,2.000,21,0.618,45,1.324,499,14.676,39
"Buycks, Dwight",Jr.,2009-10,G,6-3,32,77,184,0.418,15,55,0.273,34,49,0.694,96,3.000,68,2.125,1,0.031,37,1.156,203,6.344,53
"Cadougan, Junior",---,2009-10,-,-,12,0,8,0.000,0,2,0.000,4,6,0.667,5,0.417,4,0.333,0,-,1,0.083,4,0.333,3
"Cubillan, David",Sr.,2009-10,G,6-0,34,82,179,0.458,49,119,0.412,18,24,0.750,64,1.882,93,2.735,1,0.029,28,0.824,231,6.794,34
"Frozena, Robert",Jr.,2009-10,G,6-1,8,2,4,0.500,1,1,1.000,1,3,0.333,4,0.500,1,0.125,0,-,1,0.125,6,0.750,2
"Fulce, Joe",Jr.,2009-10,F,6-7,34,50,100,0.500,4,11,0.364,15,18,0.833,106,3.118,10,0.294,11,0.324,15,0.441,119,3.500,16
"Hasbeen, Jamie",---,2009-10,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Hayward, Lazar",Sr.,2009-10,F,6-6,34,222,514,0.432,65,186,0.349,107,127,0.843,256,7.529,52,1.529,18,0.529,64,1.882,616,18.118,67
"Johnson-Odom, Darius",So.,2009-10,G,6-2,34,152,334,0.455,73,154,0.474,65,96,0.677,90,2.647,81,2.382,6,0.176,30,0.882,442,13.000,68
"Maymon, Jeronne",Fr.,2009-10,F,6-6,9,13,27,0.481,0,0,-,10,18,0.556,38,4.222,5,0.556,1,0.111,3,0.333,36,4.000,10
"Mbao, Youssoupha",Fr.,2009-10,C,7-2,10,0,1,0.000,0,0,-,1,2,0.500,7,0.700,4,0.400,5,0.500,1,0.100,1,0.100,2
"Otule, Chris",So.,2009-10,C,6-10,3,5,8,0.625,0,0,-,1,6,0.167,6,2.000,0,-,5,1.667,0,-,11,3.667,3
"Williams, Erik",Fr.,2009-10,F,6-7,19,8,22,0.364,0,1,0.000,6,12,0.500,26,1.368,3,0.158,2,0.105,2,0.105,22,1.158,6
