name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Anthrop, Dru",Fr.,2009-10,G,6-0,8,1,1,1.000,0,0,-,2,2,1.000,2,0.250,0,-,0,-,0,-,4,0.500,1
"Bade, Patrick",Fr.,2009-10,F,6-8,35,19,52,0.365,1,4,0.250,12,19,0.632,55,1.571,3,0.086,13,0.371,5,0.143,51,1.457,19
"Barlow, Kelsey",Fr.,2009-10,G,6-5,35,46,104,0.442,0,5,0.000,27,58,0.466,79,2.257,56,1.600,9,0.257,16,0.457,119,3.400,46
"Byrd, D.J.",Fr.,2009-10,G,6-5,29,23,75,0.307,13,48,0.271,16,27,0.593,22,0.759,16,0.552,1,0.034,5,0.172,75,2.586,17
"Coleman, Kyle",Fr.,2009-10,G,6-4,6,0,1,0.000,0,1,0.000,0,2,0.000,2,0.333,2,0.333,3,0.500,0,-,0,-,0
"Day, Bubba",So.,2009-10,G,6-0,7,1,3,0.333,1,1,1.000,0,0,-,0,-,1,0.143,0,-,0,-,3,0.429,0
"Grant, Keaton",Sr.,2009-10,G,6-4,35,78,206,0.379,33,115,0.287,43,57,0.754,97,2.771,64,1.829,9,0.257,26,0.743,232,6.629,41
"Hart, John",Fr.,2009-10,G,6-2,24,22,65,0.338,11,36,0.306,3,6,0.500,25,1.042,11,0.458,2,0.083,5,0.208,58,2.417,8
"Hummel, Robbie",Jr.,2009-10,F,6-8,27,135,296,0.456,43,118,0.364,110,122,0.902,187,6.926,56,2.074,28,1.037,29,1.074,423,15.667,28
"Jackson, Lewis",So.,2009-10,G,5-9,16,17,50,0.340,1,10,0.100,4,9,0.444,40,2.500,55,3.438,0,-,5,0.313,39,2.438,15
"Johnson, JaJuan",Jr.,2009-10,F,6-10,35,192,379,0.507,0,4,0.000,158,220,0.718,250,7.143,26,0.743,72,2.057,30,0.857,542,15.486,63
"Kramer, Chris",Sr.,2009-10,G,6-3,35,83,147,0.565,6,22,0.273,56,75,0.747,105,3.000,79,2.257,13,0.371,60,1.714,228,6.514,48
"Loveless, Stevie",Fr.,2009-10,G,6-5,6,1,5,0.200,0,0,-,0,0,-,2,0.333,2,0.333,0,-,0,-,2,0.333,2
"Marcius, Sandi",Fr.,2009-10,F,6-9,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Moore, E'Twaun",Jr.,2009-10,G,6-4,35,212,476,0.445,51,146,0.349,100,137,0.730,134,3.829,93,2.657,10,0.286,51,1.457,575,16.429,73
"Smith, Ryne",So.,2009-10,G,6-3,31,25,77,0.325,19,64,0.297,11,12,0.917,30,0.968,23,0.742,1,0.032,12,0.387,80,2.581,8
"Wohlford, Mark",Sr.,2009-10,G,6-0,24,12,20,0.600,8,14,0.571,4,9,0.444,17,0.708,6,0.250,1,0.042,4,0.167,36,1.500,6
