name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Barney, Jamal",Jr.,2009-10,G,6-3,24,114,270,0.422,16,57,0.281,59,83,0.711,111,4.625,36,1.500,10,0.417,21,0.875,303,12.625,68
"Brooks, Julius",Fr.,2009-10,F,6-9,29,48,102,0.471,0,0,-,11,30,0.367,120,4.138,6,0.207,24,0.828,9,0.310,107,3.690,28
"Etherly, Erik",Fr.,2009-10,F,6-7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Hall, J'hared",So.,2009-10,G,6-2,29,57,131,0.435,33,81,0.407,18,28,0.643,43,1.483,14,0.483,7,0.241,15,0.517,165,5.690,26
"Harvey, Brett",Sr.,2009-10,G,6-0,25,90,247,0.364,43,121,0.355,89,100,0.890,67,2.680,52,2.080,4,0.160,17,0.680,312,12.480,47
"Ivis, Paolo",So.,2009-10,F,6-7,16,3,7,0.429,0,0,-,1,2,0.500,7,0.438,0,-,2,0.125,0,-,7,0.438,0
"Kelly, Garrett",Sr.,2009-10,F,6-6,18,9,23,0.391,6,17,0.353,2,5,0.400,7,0.389,4,0.222,0,-,0,-,26,1.444,10
"Lewis, Tony",Sr.,2009-10,G,6-2,30,32,67,0.478,5,16,0.313,20,36,0.556,55,1.833,20,0.667,4,0.133,17,0.567,89,2.967,22
"Olson, Robert",Fr.,2009-10,G,6-4,30,64,166,0.386,27,74,0.365,37,42,0.881,77,2.567,40,1.333,5,0.167,27,0.900,192,6.400,38
"Rudolph, Brian",Jr.,2009-10,G,5-11,29,63,157,0.401,6,22,0.273,79,107,0.738,84,2.897,107,3.690,1,0.034,28,0.966,211,7.276,69
"Walker, Shane",So.,2009-10,F,6-10,30,89,230,0.387,20,52,0.385,62,87,0.713,197,6.567,27,0.900,46,1.533,25,0.833,260,8.667,63
"Wandrusch, Luke",Fr.,2009-10,G,6-1,2,0,0,-,0,0,-,0,0,-,0,-,0,-,0,-,0,-,0,-,0
"Wiegand, Josh",So.,2009-10,F,6-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Winbush, Anthony",So.,2009-10,F,6-7,18,53,110,0.482,8,19,0.421,18,29,0.621,71,3.944,20,1.111,2,0.111,21,1.167,132,7.333,41
"Wright, Jawaan",Sr.,2009-10,F,6-8,30,51,91,0.560,0,0,-,43,79,0.544,100,3.333,17,0.567,27,0.900,13,0.433,145,4.833,26
