Southern Utah,11/13/2009,65,48,Home,,-,"5,707"
McNeese St.,11/15/2009,73,65,Home,,-,"5,322"
Northern Colo.,11/16/2009,75,81,Home,,-,"6,134"
BYU,11/20/2009,65,83,Home,,-,"5,891"
New Mexico,11/27/2009,71,83,Home,,-,"5,256"
UC Irvine,12/02/2009,70,80,Away,,-,"1,248"
Lamar,12/06/2009,96,78,Home,,-,"5,096"
Chaminade,12/09/2009,70,61,Home,,-,"5,057"
Chicago St.,12/12/2009,83,58,Home,,-,"5,158"
Col. of Charleston,12/22/2009,84,71,Home,,-,"7,119"
UNLV,12/23/2009,53,77,Home,,-,"6,416"
St. Mary's (CA),12/25/2009,75,84,Home,,-,"6,172"
Northwestern St.,12/28/2009,81,62,Home,,-,"5,770"
Idaho,01/02/2010,52,59,Home,,-,"5,611"
Boise St.,01/04/2010,76,68,Home,,-,"5,119"
Fresno St.,01/09/2010,64,78,Away,,-,"8,193"
Utah St.,01/11/2010,54,98,Away,,-,"9,888"
San Jose St.,01/17/2010,68,67,Home,,-,"5,723"
New Mexico St.,01/21/2010,69,71,Home,,-,"5,288"
Louisiana Tech,01/23/2010,60,65,Home,,-,"5,857"
San Jose St.,01/28/2010,60,83,Away,,-,"2,651"
Nevada,01/30/2010,60,66,Away,,-,"7,490"
Fresno St.,02/06/2010,51,61,Home,,-,"5,456"
Louisiana Tech,02/13/2010,60,66,Away,,-,"2,096"
New Mexico St.,02/15/2010,64,88,Away,,-,"5,561"
Cal Poly,02/20/2010,89,102,Home,,-,"5,381"
Utah St.,02/25/2010,50,61,Home,,-,"5,446"
Nevada,02/27/2010,74,63,Home,,-,"6,025"
Boise St.,03/04/2010,63,82,Away,,-,"2,183"
Idaho,03/06/2010,69,78,Away,,-,"1,502"
