Dartmouth,11/13/2009,89,58,Home,,-,"4,277"
St. Francis (NY),11/17/2009,72,44,Home,,-,"2,882"
Saint Joseph's,11/20/2009,80,84,Neutral,"St. Thomas, VI",-,"3,117"
South Dakota St.,11/21/2009,75,58,Neutral,"St. Thomas, VI",-,"1,795"
UNI,11/23/2009,69,81,Neutral,"St. Thomas, VI",-,531
Providence,11/28/2009,82,77,Away,,-,"10,782"
Michigan,12/02/2009,62,58,Away,,-,"10,718"
Miami (FL),12/06/2009,61,60,Home,,-,"5,063"
Harvard,12/09/2009,67,74,Home,,-,"4,136"
Rhode Island,12/13/2009,69,80,Home,,-,"4,263"
Bryant,12/20/2009,72,46,Home,,-,"2,757"
Massachusetts,12/23/2009,79,67,Home,,-,"6,519"
South Carolina,12/30/2009,85,76,Home,,-,"5,846"
Maine,01/02/2010,51,52,Home,,-,"4,116"
NJIT,01/05/2010,89,32,Home,,-,"2,169"
Clemson,01/09/2010,56,72,Away,,-,"10,000"
Duke,01/13/2010,59,79,Away,,-,"9,314"
Maryland,01/16/2010,57,73,Home,,-,"8,606"
Miami (FL),01/19/2010,79,75,Away,,-,"5,133"
Virginia Tech,01/23/2010,62,63,Away,,-,"9,847"
Clemson,01/26/2010,75,69,Home,,-,"6,238"
Florida St.,01/30/2010,57,61,Home,,-,"8,188"
Duke,02/06/2010,63,66,Home,,-,"8,606"
Wake Forest,02/09/2010,85,92,Away,,-,"10,832"
Florida St.,02/14/2010,47,62,Away,,-,"7,374"
North Carolina,02/20/2010,71,67,Home,,-,"8,128"
Virginia Tech,02/24/2010,80,60,Home,,-,"4,632"
Georgia Tech,02/27/2010,68,73,Away,,-,"8,055"
Virginia,03/03/2010,68,55,Home,,-,"3,968"
North Carolina St.,03/07/2010,54,66,Away,,-,"15,104"
Virginia,03/11/2010,62,68,Neutral,"Greensboro, NC",-,"23,381"
