Nebraska,11/14/2009,49,76,Away,,-,"9,090"
Indiana,11/16/2009,61,69,Away,,-,"15,228"
Winthrop,11/21/2009,46,49,Away,,-,"1,986"
UNC Greensboro,11/24/2009,70,76,Home,,-,824
Miami (FL),11/28/2009,41,70,Away,,-,"3,459"
Stetson,11/30/2009,78,56,Home,,-,"1,020"
Wichita St.,12/05/2009,45,72,Away,,-,"10,263"
Fla. Gulf Coast,12/14/2009,82,86,Home,,-,721
Winthrop,12/16/2009,53,62,Home,,-,"1,054"
UNLV,12/19/2009,58,88,Away,,-,"11,300"
Arizona St.,12/23/2009,52,61,Away,,-,"5,747"
Campbell,01/02/2010,69,82,Home,,-,798
East Tenn. St.,01/04/2010,62,63,Home,,-,591
Belmont,01/07/2010,58,68,Away,,-,518
Lipscomb,01/09/2010,66,80,Away,,-,"1,102"
Mercer,01/15/2010,57,60,Home,,-,"1,535"
Kennesaw St.,01/17/2010,66,62,Home,,1 OT,772
North Florida,01/21/2010,64,50,Away,,-,"1,080"
Jacksonville,01/23/2010,52,65,Away,,-,"1,012"
North Florida,01/27/2010,53,55,Home,,-,988
Jacksonville,01/31/2010,63,79,Home,,-,685
Kennesaw St.,02/06/2010,68,64,Away,,-,"1,294"
Mercer,02/08/2010,69,83,Away,,-,"1,113"
Lipscomb,02/11/2010,81,74,Home,,-,"1,010"
Belmont,02/13/2010,57,70,Home,,-,883
Campbell,02/17/2010,46,66,Away,,-,"2,088"
East Tenn. St.,02/21/2010,56,63,Away,,-,"3,560"
Fla. Gulf Coast,02/25/2010,59,52,Away,,-,907
Stetson,02/27/2010,60,65,Away,,-,"1,908"
