Presbyterian,11/13/2009,84,41,Home,,-,"9,177"
Liberty,11/17/2009,79,39,Away,,-,"8,143"
UNC Greensboro,11/20/2009,89,67,Away,,-,"5,672"
Winthrop,11/23/2009,102,66,Home,,-,"10,000"
Texas A&M,11/26/2009,60,69,Neutral,"Anaheim, CA",-,"2,117"
Long Beach St.,11/27/2009,87,79,Neutral,"Anaheim, CA",-,"2,067"
Butler,11/29/2009,70,69,Neutral,"Anaheim, CA",-,"2,057"
Illinois,12/02/2009,74,76,Home,,-,"10,000"
South Carolina,12/06/2009,72,61,Home,,-,"10,000"
Furman,12/13/2009,82,53,Home,,-,"7,183"
East Carolina,12/16/2009,80,63,Away,,-,"4,841"
Col. of Charleston,12/19/2009,94,55,Home,,-,"8,308"
Western Caro.,12/22/2009,79,57,Home,,-,"8,485"
South Carolina St.,12/29/2009,70,67,Home,,-,"8,589"
Duke,01/03/2010,53,74,Away,,-,"9,314"
Boston College,01/09/2010,72,56,Home,,-,"10,000"
North Carolina,01/13/2010,83,64,Home,,-,"10,000"
North Carolina St.,01/16/2010,73,70,Away,,-,"17,984"
Georgia Tech,01/19/2010,64,66,Away,,-,"8,738"
Duke,01/23/2010,47,60,Home,,-,"10,000"
Boston College,01/26/2010,69,75,Away,,-,"6,238"
Maryland,01/31/2010,62,53,Home,,-,"10,000"
Virginia Tech,02/06/2010,59,70,Away,,-,"9,847"
Florida St.,02/10/2010,77,67,Home,,-,"10,000"
Miami (FL),02/13/2010,74,66,Home,,-,"9,700"
Virginia,02/20/2010,72,49,Home,,-,"10,000"
Maryland,02/24/2010,79,88,Away,,-,"17,514"
Florida St.,02/28/2010,53,50,Away,,-,"9,153"
Georgia Tech,03/02/2010,91,80,Home,,-,"10,000"
Wake Forest,03/07/2010,65,70,Away,,-,"14,410"
North Carolina St.,03/11/2010,57,59,Neutral,"Greensboro, NC",-,"23,381"
Missouri,03/19/2010,78,86,Neutral,"Buffalo, NY",-,"18,653"
