Kansas St.,11/13/2009,54,92,Away,,-,"12,528"
Canisius,11/17/2009,89,69,Home,,-,"2,114"
Holy Cross,11/20/2009,76,73,Away,,-,"1,684"
Western Mich.,11/23/2009,60,58,Home,,-,"1,848"
St. Ambrose,11/28/2009,81,42,Home,,-,"1,350"
Green Bay,12/03/2009,69,90,Away,,-,"2,543"
Milwaukee,12/05/2009,69,64,Away,,-,"3,472"
San Francisco,12/12/2009,66,63,Home,,-,"2,363"
Bradley,12/16/2009,68,65,Away,,-,"9,017"
SIU Edwardsville,12/20/2009,79,61,Away,,-,"1,983"
Albany (NY),12/22/2009,68,56,Home,,-,"1,424"
St. Francis (IL),12/28/2009,63,46,Home,,-,"1,329"
Wright St.,12/31/2009,53,52,Home,,-,"1,863"
Detroit,01/02/2010,42,59,Home,,-,"2,040"
Cleveland St.,01/07/2010,57,62,Away,,-,"1,135"
Youngstown St.,01/09/2010,67,71,Away,,-,"2,015"
Ill.-Chicago,01/15/2010,55,50,Away,,-,"5,666"
Butler,01/21/2010,47,48,Home,,-,"4,372"
Valparaiso,01/23/2010,67,86,Home,,-,"3,725"
Detroit,01/28/2010,63,83,Away,,-,"2,412"
Wright St.,01/30/2010,48,66,Away,,-,"4,746"
Youngstown St.,02/04/2010,92,85,Home,,1 OT,"1,611"
Cleveland St.,02/06/2010,56,59,Home,,-,"2,017"
Butler,02/08/2010,47,62,Away,,-,"5,231"
Ill.-Chicago,02/13/2010,80,63,Home,,-,"2,724"
Valparaiso,02/17/2010,73,84,Away,,-,"2,269"
Creighton,02/20/2010,58,78,Away,,-,"15,746"
Milwaukee,02/25/2010,61,63,Home,,-,"1,723"
Green Bay,02/27/2010,71,87,Home,,-,"2,617"
Cleveland St.,03/02/2010,66,80,Away,,-,"1,520"
