St. Catharine,11/14/2009,65,41,Home,,-,"1,925"
Texas,11/18/2009,41,73,Away,,-,"11,317"
Ark.-Monticello,11/23/2009,70,44,Home,,-,"1,073"
Binghamton,11/24/2009,73,44,Home,,-,909
Duquesne,11/25/2009,83,77,Home,,-,787
Gardner-Webb,11/28/2009,75,59,Away,,-,"1,400"
Wofford,12/02/2009,72,67,Home,,-,"1,527"
Furman,12/05/2009,64,57,Away,,-,"1,320"
Bradley,12/07/2009,75,67,Away,,-,"9,019"
Campbell,12/10/2009,66,59,Home,,-,"2,794"
Louisville,12/12/2009,91,83,Away,,-,"19,247"
Clemson,12/22/2009,57,79,Away,,-,"8,485"
UNC Asheville,12/30/2009,87,76,Home,,-,"2,763"
Berea,01/05/2010,124,53,Home,,-,502
Ga. Southern,01/09/2010,76,81,Away,,-,"1,773"
UNC Greensboro,01/14/2010,79,69,Home,,-,"3,027"
Elon,01/16/2010,83,81,Home,,-,"3,086"
Davidson,01/20/2010,77,67,Away,,-,"4,624"
Appalachian St.,01/23/2010,74,87,Away,,-,"5,074"
Col. of Charleston,01/25/2010,100,90,Home,,-,"4,765"
Chattanooga,01/28/2010,67,80,Away,,-,"3,382"
Samford,01/30/2010,62,50,Away,,-,"1,515"
Ga. Southern,02/04/2010,83,68,Home,,-,"1,829"
Appalachian St.,02/06/2010,77,89,Home,,-,"6,024"
Elon,02/08/2010,76,81,Away,,-,"1,072"
Davidson,02/13/2010,72,75,Home,,-,"2,471"
UNC Greensboro,02/15/2010,75,70,Away,,-,"3,194"
Citadel,02/18/2010,56,73,Away,,-,"1,680"
Kent St.,02/20/2010,72,74,Away,,-,"5,003"
Samford,02/25/2010,61,44,Home,,-,"2,382"
Chattanooga,02/27/2010,78,70,Home,,-,"2,965"
Elon,03/06/2010,68,57,Neutral,"Charlotte, NC",-,"4,806"
Wofford,03/07/2010,58,77,Neutral,"Charlotte, NC",-,"5,440"
Marshall,03/16/2010,88,90,Away,,-,"5,003"
