New Mexico,11/14/2009,51,67,Away,,-,"11,871"
Southern California,11/17/2009,67,77,Away,,-,"3,062"
La Verne,11/19/2009,87,71,Home,,-,545
San Jose St.,11/22/2009,70,66,Home,,-,444
Sacramento St.,11/28/2009,59,58,Away,,-,626
CSU Bakersfield,12/02/2009,87,47,Home,,-,370
San Diego,12/04/2009,58,55,Home,,-,707
Northern Ariz.,12/13/2009,56,68,Away,,-,527
Berry,12/16/2009,85,53,Home,,-,195
Montana,12/19/2009,52,67,Away,,-,"2,790"
Southern Utah,12/21/2009,65,76,Away,,-,"1,004"
San Diego St.,12/29/2009,53,58,Away,,-,"5,315"
Long Beach St.,01/02/2010,69,67,Home,,1 OT,848
UC Santa Barbara,01/04/2010,53,57,Home,,-,726
Cal St. Fullerton,01/09/2010,56,69,Home,,-,"1,176"
Cal St. Northridge,01/14/2010,50,64,Away,,-,"1,008"
UC Santa Barbara,01/16/2010,56,63,Away,,-,"1,705"
Cal Poly,01/21/2010,65,67,Away,,-,"2,035"
UC Irvine,01/23/2010,65,56,Away,,-,"4,107"
UC Davis,01/28/2010,50,60,Home,,-,503
Pacific,01/30/2010,57,72,Home,,-,"1,392"
Cal St. Northridge,02/04/2010,47,63,Home,,-,495
Cal St. Fullerton,02/06/2010,76,59,Away,,-,"1,455"
Cal Poly,02/13/2010,84,87,Home,,2 OT,"2,154"
UC Irvine,02/17/2010,74,57,Home,,-,450
Youngstown St.,02/20/2010,62,60,Home,,-,488
Pacific,02/25/2010,62,53,Away,,-,"2,292"
UC Davis,02/28/2010,43,66,Away,,-,"1,829"
Long Beach St.,03/05/2010,74,76,Away,,-,"4,164"
