Michigan St.,11/13/2009,58,97,Away,,-,"14,759"
Prairie View,11/19/2009,54,69,Away,,-,"4,112"
SMU,11/21/2009,62,79,Away,,-,"1,863"
Miami (FL),11/25/2009,58,77,Away,,-,"3,689"
Bethune-Cookman,12/01/2009,59,67,Home,,-,"2,043"
Longwood,12/05/2009,75,82,Away,,-,"1,105"
FIU,12/12/2009,81,64,Home,,-,"1,835"
S.C. Upstate,12/14/2009,86,82,Away,,-,721
N.C. Central,12/16/2009,76,67,Away,,-,753
DePaul,12/22/2009,64,61,Home,,-,"3,125"
Stetson,12/29/2009,64,72,Away,,-,"1,239"
Belmont,01/02/2010,66,63,Away,,-,"1,270"
Lipscomb,01/04/2010,79,89,Away,,-,763
North Florida,01/08/2010,56,62,Home,,-,"3,277"
Jacksonville,01/10/2010,58,82,Home,,-,856
Campbell,01/14/2010,45,61,Away,,-,"2,179"
East Tenn. St.,01/16/2010,51,73,Away,,-,"3,634"
Kennesaw St.,01/22/2010,68,69,Home,,-,"1,243"
Mercer,01/24/2010,71,70,Home,,-,659
Stetson,01/27/2010,64,53,Home,,-,831
Kennesaw St.,01/30/2010,70,77,Away,,-,"1,637"
Mercer,02/01/2010,72,78,Away,,-,"1,533"
East Tenn. St.,02/04/2010,47,56,Home,,-,"1,859"
Campbell,02/06/2010,52,64,Home,,-,"1,221"
Jacksonville,02/11/2010,62,68,Away,,-,"2,963"
North Florida,02/13/2010,65,68,Away,,1 OT,"1,201"
Lipscomb,02/18/2010,75,93,Home,,-,"1,472"
Belmont,02/20/2010,85,80,Home,,-,"1,024"
S.C. Upstate,02/25/2010,52,59,Home,,-,907
