name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Bailey, Hashim",Jr.,2008-09,F,6-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Bonner, Luke",Sr.,2008-09,C,7-1,23,54,123,0.439,31,80,0.388,19,30,0.633,125,5.435,25,1.087,19,0.826,9,0.391,158,6.870,21
"Carter, Sean",So.,2008-09,F,6-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Correia, Gary",So.,2008-09,G,6-1,29,19,58,0.328,12,40,0.300,13,19,0.684,25,0.862,34,1.172,2,0.069,7,0.241,63,2.172,28
"Gaffney, Tony",Sr.,2008-09,F,6-8,30,135,249,0.542,11,33,0.333,64,99,0.646,307,10.233,51,1.700,115,3.833,61,2.033,345,11.500,48
"Gibbs, David",Fr.,2008-09,G,6-4,30,38,113,0.336,18,62,0.290,11,17,0.647,45,1.500,38,1.267,3,0.100,28,0.933,105,3.500,22
"Glass, Matt",So.,2008-09,G,6-7,30,36,76,0.474,28,63,0.444,2,3,0.667,50,1.667,6,0.200,4,0.133,5,0.167,102,3.400,16
"Gurley, Anthony",Jr.,2008-09,G,6-2,30,119,303,0.393,56,158,0.354,43,60,0.717,93,3.100,24,0.800,3,0.100,16,0.533,337,11.233,53
"Harris, Ricky",Jr.,2008-09,G,6-2,30,173,416,0.416,87,225,0.387,113,143,0.790,86,2.867,45,1.500,5,0.167,40,1.333,546,18.200,78
"Hill, Matt",So.,2008-09,F,6-7,3,1,4,0.250,1,4,0.250,0,0,-,3,1.000,0,-,1,0.333,0,-,3,1.000,1
"Lowe, Chris",Sr.,2008-09,G,6-0,30,137,312,0.439,18,54,0.333,81,115,0.704,87,2.900,193,6.433,2,0.067,23,0.767,373,12.433,121
"Lynch, Tyrell",Fr.,2008-09,C,6-9,30,50,106,0.472,0,1,0.000,10,25,0.400,109,3.633,14,0.467,11,0.367,11,0.367,110,3.667,27
"Mongo, Lex",Fr.,2008-09,-,-,6,0,3,0.000,0,1,0.000,0,0,-,2,0.333,0,-,0,-,0,-,0,-,0
"Wiggins, Doug",Jr.,2008-09,G,6-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Wilcher, Travon",Fr.,2008-09,F,6-7,6,2,4,0.500,0,0,-,0,0,-,3,0.500,0,-,1,0.167,0,-,4,0.667,0
