name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Bagga, David",Sr.,2008-09,G,6-4,7,3,7,0.429,3,5,0.600,0,0,-,1,0.143,0,-,0,-,1,0.143,9,1.286,1
"Budinger, Chase",Jr.,2008-09,F,6-7,35,219,456,0.480,67,168,0.399,125,156,0.801,217,6.200,118,3.371,16,0.457,50,1.429,630,18.000,85
"Fogg, Kyle",Fr.,2008-09,G,6-2,35,63,140,0.450,23,60,0.383,66,84,0.786,86,2.457,59,1.686,2,0.057,30,0.857,215,6.143,42
"Hill, Jordan",Jr.,2008-09,F,6-10,34,252,469,0.537,0,0,-,117,179,0.654,375,11.029,50,1.471,58,1.706,30,0.882,621,18.265,97
"Horne, Jamelle",So.,2008-09,F,6-6,35,89,208,0.428,16,54,0.296,43,67,0.642,179,5.114,44,1.257,15,0.429,21,0.600,237,6.771,45
"Jacobson, Alex",Fr.,2008-09,C,6-11,25,11,25,0.440,0,0,-,4,7,0.571,29,1.160,2,0.080,5,0.200,0,-,26,1.040,10
"Johnson, Zane",So.,2008-09,G,6-5,33,50,116,0.431,36,91,0.396,15,19,0.789,60,1.818,31,0.939,2,0.061,14,0.424,151,4.576,22
"Judkins, Garland",Fr.,2008-09,G,6-2,18,16,40,0.400,0,4,0.000,11,18,0.611,17,0.944,21,1.167,1,0.056,5,0.278,43,2.389,21
"Lavender, Brendon",Fr.,2008-09,G,6-3,28,6,15,0.400,1,7,0.143,5,8,0.625,5,0.179,7,0.250,0,-,9,0.321,18,0.643,6
"Onobun, Fendi",Sr.,2008-09,F,6-6,30,11,23,0.478,0,0,-,9,20,0.450,23,0.767,7,0.233,2,0.067,4,0.133,31,1.033,7
"Shumpert, D.J.",Fr.,2008-09,F,6-6,4,0,1,0.000,0,0,-,0,0,-,4,1.000,1,0.250,0,-,1,0.250,0,-,2
"Wise, Nic",Jr.,2008-09,G,5-10,35,177,392,0.452,66,159,0.415,128,151,0.848,88,2.514,160,4.571,3,0.086,52,1.486,548,15.657,101
"Withey, Jeff",Fr.,2008-09,C,6-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
