name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Cannon, John",Jr.,2013-14,C,6-10,18,11,22,0.500,0,0,-,3,4,0.750,19,1.056,0,-,5,0.278,1,0.056,25,1.389,9
"Dixon, Tim",Jr.,2013-14,C,6-9,29,11,33,0.333,0,0,-,5,8,0.625,41,1.414,6,0.207,3,0.103,5,0.172,27,0.931,11
"Djurisic, Nemanja",Jr.,2013-14,C,6-8,30,90,178,0.506,32,67,0.478,56,81,0.691,123,4.100,25,0.833,11,0.367,11,0.367,268,8.933,53
"Echols, Taylor",Jr.,2013-14,G,6-1,20,11,31,0.355,11,29,0.379,0,2,0.000,10,0.500,8,0.400,0,-,3,0.150,33,1.650,9
"Forte, Cameron",Fr.,2013-14,F,6-7,29,46,81,0.568,0,1,0.000,7,23,0.304,62,2.138,21,0.724,7,0.241,5,0.172,99,3.414,26
"Frazier, J.J.",Fr.,2013-14,G,5-10,26,23,75,0.307,14,54,0.259,15,20,0.750,24,0.923,22,0.846,3,0.115,10,0.385,75,2.885,13
"Gaines, Kenny",So.,2013-14,G,6-3,28,124,274,0.453,52,135,0.385,74,95,0.779,69,2.464,28,1.000,21,0.750,19,0.679,374,13.357,33
"Geno, Kenny Paul",Fr.,2013-14,F,6-6,20,9,17,0.529,2,4,0.500,4,6,0.667,15,0.750,3,0.150,1,0.050,4,0.200,24,1.200,1
"Kessler, Houston",So.,2013-14,F,6-8,13,1,5,0.200,1,3,0.333,0,0,-,7,0.538,1,0.077,0,-,0,-,3,0.231,0
"Langura, Dusan",Fr.,2013-14,G,6-4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Mann, Charles",So.,2013-14,G,6-4,29,100,256,0.391,18,59,0.305,170,246,0.691,123,4.241,92,3.172,1,0.034,32,1.103,388,13.379,96
"Morris, Brandon",So.,2013-14,F,6-7,27,77,148,0.520,6,17,0.353,76,122,0.623,95,3.519,40,1.481,11,0.407,17,0.630,236,8.741,47
"Parker, Juwan",Fr.,2013-14,G,6-4,29,37,127,0.291,8,41,0.195,41,53,0.774,96,3.310,34,1.172,4,0.138,16,0.552,123,4.241,19
"Thornton, Marcus",Jr.,2013-14,F,6-8,30,85,194,0.438,5,9,0.556,70,113,0.619,179,5.967,16,0.533,40,1.333,14,0.467,245,8.167,44
"Williams, Donte",Sr.,2013-14,F,6-9,30,62,112,0.554,1,2,0.500,31,47,0.660,153,5.100,17,0.567,36,1.200,8,0.267,156,5.200,16
"Young, Brandon",Fr.,2013-14,G,5-10,10,0,3,0.000,0,1,0.000,0,0,-,1,0.100,0,-,0,-,0,-,0,-,1
