name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Altany, Zach",---,2013-14,-,-,8,0,5,0.000,0,3,0.000,0,0,-,3,0.375,0,-,0,-,0,-,0,-,0
"Baynham, Marvin",Sr.,2013-14,F,6-6,34,70,111,0.631,0,0,-,43,71,0.606,190,5.588,11,0.324,13,0.382,22,0.647,183,5.382,54
"Bussey, Tré",Sr.,2013-14,G,6-2,34,197,431,0.457,57,148,0.385,100,151,0.662,128,3.765,66,1.941,3,0.088,33,0.971,551,16.206,51
"Clark, Grayson",---,2013-14,-,-,11,2,6,0.333,1,1,1.000,0,0,-,4,0.364,1,0.091,0,-,1,0.091,5,0.455,1
"Daniels, Chris",So.,2013-14,F,6-5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Diamond, Curtis",Jr.,2013-14,G,6-3,34,76,226,0.336,39,132,0.295,25,33,0.758,69,2.029,28,0.824,4,0.118,20,0.588,216,6.353,30
"Doyle, Kyle",Fr.,2013-14,F,6-6,30,69,143,0.483,3,11,0.273,26,68,0.382,164,5.467,12,0.400,10,0.333,20,0.667,167,5.567,42
"Dunnican, Kameron",Jr.,2013-14,C,6-8,6,4,4,1.000,0,0,-,6,6,1.000,3,0.500,0,-,3,0.500,2,0.333,14,2.333,2
"Ferguson, Eric",Sr.,2013-14,G,6-7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Hewitt, Jelani",Jr.,2013-14,G,6-2,34,211,520,0.406,85,236,0.360,153,184,0.832,151,4.441,104,3.059,5,0.147,75,2.206,660,19.412,103
"Holmes, Brian",Sr.,2013-14,G,6-1,30,83,210,0.395,47,126,0.373,58,77,0.753,74,2.467,73,2.433,4,0.133,27,0.900,271,9.033,46
"Kelly, Scott",---,2013-14,-,-,12,1,2,0.500,0,0,-,0,2,0.000,6,0.500,0,-,0,-,0,-,2,0.167,1
"Matias, Angel",Jr.,2013-14,F,6-4,34,104,205,0.507,5,37,0.135,50,102,0.490,227,6.676,19,0.559,9,0.265,19,0.559,263,7.735,52
"Mike, Sam",Sr.,2013-14,F,6-6,32,12,28,0.429,0,0,-,12,23,0.522,55,1.719,2,0.063,5,0.156,5,0.156,36,1.125,13
"Rives, Cole",So.,2013-14,G,6-0,11,0,6,0.000,0,4,0.000,0,0,-,1,0.091,1,0.091,0,-,2,0.182,0,-,1
"Suter, D.J.",---,2013-14,-,-,1,0,0,-,0,0,-,0,0,-,0,-,0,-,0,-,0,-,0,-,0
"Thomas, Torlorf",Fr.,2013-14,G,6-4,27,11,30,0.367,5,18,0.278,11,14,0.786,7,0.259,10,0.370,0,-,7,0.259,38,1.407,3
"Wiedeman, Trent",Sr.,2013-14,F,6-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Woodliff, Bryce",Fr.,2013-14,G,6-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
