name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Adrian, Nathan",Fr.,2013-14,F,6-9,32,64,153,0.418,39,108,0.361,10,14,0.714,93,2.906,23,0.719,20,0.625,29,0.906,177,5.531,14
"Browne, Gary",Jr.,2013-14,G,6-1,31,57,140,0.407,21,63,0.333,53,73,0.726,76,2.452,49,1.581,1,0.032,30,0.968,188,6.065,30
"Connor, Chase",Fr.,2013-14,G,6-1,12,4,13,0.308,4,12,0.333,0,0,-,4,0.333,4,0.333,0,-,1,0.083,12,1.000,1
"Dibo, Remi",Jr.,2013-14,F,6-7,31,75,188,0.399,51,129,0.395,23,27,0.852,97,3.129,19,0.613,6,0.194,12,0.387,224,7.226,17
"Harris, Eron",So.,2013-14,G,6-3,32,179,408,0.439,87,204,0.426,113,132,0.856,112,3.500,52,1.625,7,0.219,24,0.750,558,17.438,66
"Henderson, Terry",So.,2013-14,G,6-4,27,107,244,0.439,44,120,0.367,56,66,0.848,77,2.852,31,1.148,15,0.556,21,0.778,314,11.630,29
"Holton, Jonathan",Jr.,2013-14,F,6-7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Hughes, Tyrone",Jr.,2013-14,G,6-0,8,3,7,0.429,0,4,0.000,2,3,0.667,1,0.125,0,-,0,-,1,0.125,8,1.000,2
"Long, James",So.,2013-14,G,5-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Macon, Elijah",Fr.,2013-14,F,6-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Noreen, Kevin",Jr.,2013-14,F,6-10,32,21,37,0.568,1,3,0.333,19,26,0.731,87,2.719,23,0.719,14,0.438,16,0.500,62,1.938,19
"Romeo, Richard",So.,2013-14,G,5-11,7,1,3,0.333,0,0,-,2,2,1.000,4,0.571,0,-,0,-,0,-,4,0.571,2
"Staten, Juwan",Jr.,2013-14,G,6-1,32,197,409,0.482,5,14,0.357,176,243,0.724,185,5.781,186,5.813,3,0.094,41,1.281,575,17.969,66
"Watkins, Brandon",Fr.,2013-14,F,6-9,31,38,84,0.452,0,0,-,9,25,0.360,89,2.871,10,0.323,24,0.774,11,0.355,85,2.742,8
"Williams, Devin",Fr.,2013-14,F,6-9,32,98,238,0.412,0,0,-,78,136,0.574,230,7.188,25,0.781,7,0.219,19,0.594,274,8.563,52
