name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Bachynski, Jordan",Sr.,2013-14,C,7-2,32,125,230,0.543,0,0,-,104,151,0.689,265,8.281,17,0.531,132,4.125,12,0.375,354,11.063,45
"Barnes, Bo",Jr.,2013-14,G,6-4,24,36,78,0.462,21,52,0.404,19,29,0.655,49,2.042,14,0.583,3,0.125,11,0.458,112,4.667,16
"Carson, Jahii",So.,2013-14,G,5-10,32,205,471,0.435,36,92,0.391,149,208,0.716,129,4.031,144,4.500,2,0.063,21,0.656,595,18.594,110
"Edwards, Richie",Sr.,2013-14,F,6-7,15,14,33,0.424,6,18,0.333,4,5,0.800,14,0.933,6,0.400,1,0.067,4,0.267,38,2.533,4
"Gilling, Jonathan",Jr.,2013-14,F,6-7,32,76,184,0.413,62,146,0.425,24,38,0.632,124,3.875,86,2.688,5,0.156,18,0.563,238,7.438,44
"Jacobsen, Eric",So.,2013-14,F,6-10,31,26,52,0.500,0,0,-,25,41,0.610,73,2.355,8,0.258,13,0.419,5,0.161,77,2.484,21
"Kearney, Brandan",Jr.,2013-14,F,6-5,18,7,26,0.269,3,9,0.333,6,8,0.750,13,0.722,3,0.167,0,-,3,0.167,23,1.278,9
"Koulechov, Egor",Fr.,2013-14,G,6-5,27,35,80,0.438,11,33,0.333,19,28,0.679,76,2.815,16,0.593,6,0.222,10,0.370,100,3.704,21
"Marshall, Jermaine",Sr.,2013-14,G,6-4,31,156,349,0.447,78,195,0.400,75,104,0.721,92,2.968,43,1.387,15,0.484,24,0.774,465,15.000,48
"McKissic, Shaquielle",Jr.,2013-14,F,6-5,31,90,189,0.476,22,66,0.333,76,114,0.667,166,5.355,80,2.581,1,0.032,41,1.323,278,8.968,28
"Murray, Chance",Fr.,2013-14,G,6-2,22,16,44,0.364,7,18,0.389,13,17,0.765,34,1.545,13,0.591,2,0.091,2,0.091,52,2.364,9
"Robinson, Calaen",So.,2013-14,G,6-2,20,9,28,0.321,7,21,0.333,6,6,1.000,20,1.000,21,1.050,1,0.050,11,0.550,31,1.550,8
"Tummala, Sai",So.,2013-14,F,6-7,15,11,28,0.393,6,21,0.286,3,5,0.600,11,0.733,3,0.200,0,-,2,0.133,31,2.067,2
"Upchurch, Jarett",Sr.,2013-14,G,6-1,6,3,3,1.000,1,1,1.000,0,0,-,1,0.167,0,-,0,-,1,0.167,7,1.167,0
"Whitmore, Dave",So.,2013-14,G,6-6,3,0,1,0.000,0,1,0.000,0,0,-,1,0.333,0,-,0,-,0,-,0,-,0
