name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Brown, Sterling",Fr.,2013-14,G,6-6,32,49,105,0.467,15,37,0.405,24,42,0.571,116,3.625,32,1.000,9,0.281,22,0.688,137,4.281,39
"Cunningham, Cannen",Jr.,2013-14,C,6-10,32,67,109,0.615,0,4,0.000,30,37,0.811,90,2.813,21,0.656,28,0.875,14,0.438,164,5.125,32
"Dunleavy, Jr., Kevin",Jr.,2013-14,G,6-3,8,2,5,0.400,0,3,0.000,0,2,0.000,1,0.125,0,-,0,-,1,0.125,4,0.500,2
"Frazier, Keith",Fr.,2013-14,G,6-5,31,61,152,0.401,35,92,0.380,13,17,0.765,63,2.032,28,0.903,10,0.323,17,0.548,170,5.484,34
"Head, Crandall",Jr.,2013-14,G,6-4,26,9,35,0.257,3,13,0.231,4,7,0.571,24,0.923,12,0.462,1,0.038,4,0.154,25,0.962,12
"Kennedy, Markus",So.,2013-14,F,6-9,32,152,281,0.541,1,5,0.200,81,143,0.566,222,6.938,52,1.625,42,1.313,48,1.500,386,12.063,59
"Manuel, Ryan",Jr.,2013-14,G,6-4,31,40,86,0.465,3,6,0.500,70,101,0.693,71,2.290,25,0.806,12,0.387,17,0.548,153,4.935,29
"Moore, Ben",Fr.,2013-14,F,6-8,32,75,114,0.658,0,0,-,51,81,0.630,114,3.563,28,0.875,15,0.469,16,0.500,201,6.281,37
"Moore, Nic",So.,2013-14,G,5-9,32,138,296,0.466,63,141,0.447,100,119,0.840,70,2.188,154,4.813,2,0.063,45,1.406,439,13.719,78
"Moreira, Yanick",Jr.,2013-14,C,6-11,20,53,100,0.530,0,0,-,32,48,0.667,88,4.400,8,0.400,13,0.650,5,0.250,138,6.900,23
"Mudiay, Jean-Micheal",Jr.,2013-14,G,6-3,8,0,5,0.000,0,2,0.000,0,2,0.000,2,0.250,0,-,0,-,0,-,0,-,0
"Russell, Nick",Sr.,2013-14,G,6-4,32,100,250,0.400,25,78,0.321,83,104,0.798,106,3.313,106,3.313,9,0.281,34,1.063,308,9.625,70
"Wilfong, Jonathan",Fr.,2013-14,G,6-2,7,3,4,0.750,0,0,-,0,0,-,3,0.429,0,-,0,-,0,-,6,0.857,2
"Williams, Shawn",Sr.,2013-14,F,6-7,32,66,132,0.500,1,11,0.091,20,40,0.500,99,3.094,21,0.656,6,0.188,17,0.531,153,4.781,17
