name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Allen, Terry",So.,2013-14,F,6-8,32,124,249,0.498,13,36,0.361,60,91,0.659,182,5.688,29,0.906,17,0.531,22,0.688,321,10.031,54
"Anthony, Kendall",Jr.,2013-14,G,5-8,32,164,414,0.396,81,231,0.351,110,134,0.821,49,1.531,52,1.625,1,0.031,21,0.656,519,16.219,43
"Chu, Zach",Jr.,2013-14,G,5-8,1,0,0,-,0,0,-,0,0,-,1,1.000,0,-,0,-,0,-,0,-,0
"Cline, T.J.",So.,2013-14,F,6-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Davis, Trey",So.,2013-14,F,6-5,32,61,139,0.439,3,17,0.176,36,69,0.522,221,6.906,57,1.781,10,0.313,27,0.844,161,5.031,31
"Fletcher, Chase",Fr.,2013-14,F,6-6,1,0,0,-,0,0,-,0,0,-,0,-,0,-,0,-,0,-,0,-,0
"Jones, Shawndre'",Fr.,2013-14,G,5-8,29,56,143,0.392,31,83,0.373,31,35,0.886,27,0.931,23,0.793,2,0.069,13,0.448,174,6.000,28
"Jones, Josh",Fr.,2013-14,G,6-4,21,6,13,0.462,4,9,0.444,1,4,0.250,7,0.333,2,0.095,2,0.095,1,0.048,17,0.810,4
"Lindsay, Cedrick",Sr.,2013-14,G,6-1,21,120,275,0.436,23,71,0.324,121,165,0.733,54,2.571,85,4.048,1,0.048,38,1.810,384,18.286,46
"Moran, John",So.,2013-14,G,6-3,2,0,0,-,0,0,-,0,0,-,0,-,0,-,0,-,0,-,0,-,0
"Nelson-Ododa, Alonzo",So.,2013-14,F,6-9,32,70,166,0.422,12,41,0.293,47,85,0.553,165,5.156,25,0.781,74,2.313,25,0.781,199,6.219,46
"Singleton, Tim",Fr.,2013-14,G,6-2,3,0,1,0.000,0,1,0.000,0,0,-,0,-,0,-,0,-,0,-,0,-,0
"Sparrow, Wayne",Jr.,2013-14,G,6-3,32,45,126,0.357,11,54,0.204,5,23,0.217,71,2.219,33,1.031,6,0.188,21,0.656,106,3.313,35
"Taylor, Deion",So.,2013-14,F,6-8,32,47,118,0.398,17,66,0.258,24,49,0.490,100,3.125,20,0.625,15,0.469,17,0.531,135,4.219,24
"Williams, Derrick",Sr.,2013-14,F,6-6,22,40,83,0.482,8,25,0.320,39,54,0.722,82,3.727,16,0.727,9,0.409,4,0.182,127,5.773,22
