name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Augustus, Kodi",Fr.,2007-08,F,6-8,11,5,13,0.385,2,7,0.286,4,7,0.571,12,1.091,2,0.182,3,0.273,1,0.091,16,1.455,7
"Bailey, Elgin",Fr.,2007-08,F,6-8,31,18,38,0.474,0,0,-,16,41,0.390,46,1.484,1,0.032,8,0.258,4,0.129,52,1.677,16
"Begley, Billy",Sr.,2007-08,G,6-1,12,0,3,0.000,0,2,0.000,0,0,-,1,0.083,0,-,0,-,0,-,0,-,1
"Benock, Riley",Fr.,2007-08,G,6-4,28,15,37,0.405,14,33,0.424,5,8,0.625,19,0.679,22,0.786,4,0.143,4,0.143,49,1.750,16
"Bolen, Brandon",Fr.,2007-08,G,6-3,9,0,2,0.000,0,1,0.000,1,2,0.500,4,0.444,0,-,0,-,0,-,1,0.111,3
"Bryant, Rod",Fr.,2007-08,-,-,5,2,3,0.667,0,0,-,0,1,0.000,1,0.200,0,-,0,-,0,-,4,0.800,1
"Gordon, Jamont",Jr.,2007-08,G,6-4,34,193,465,0.415,60,188,0.319,138,199,0.693,224,6.588,168,4.941,21,0.618,38,1.118,584,17.176,138
"Hansbrough, Ben",So.,2007-08,G,6-4,30,98,236,0.415,62,173,0.358,56,71,0.789,115,3.833,77,2.567,2,0.067,31,1.033,314,10.467,48
"Iupe, Joseph",So.,2007-08,G,6-1,9,0,0,-,0,0,-,0,0,-,4,0.444,0,-,0,-,0,-,0,-,2
"Johnson, Brian",Jr.,2007-08,F,6-8,33,30,48,0.625,0,2,0.000,17,22,0.773,73,2.212,8,0.242,12,0.364,14,0.424,77,2.333,35
"Johnson, Ravern",Fr.,2007-08,G,6-7,29,31,65,0.477,7,24,0.292,4,10,0.400,30,1.034,10,0.345,4,0.138,3,0.103,73,2.517,12
"Rhodes, Charles",Sr.,2007-08,F,6-8,31,214,381,0.562,3,6,0.500,107,159,0.673,242,7.806,29,0.935,42,1.355,16,0.516,538,17.355,74
"Stewart, Barry",So.,2007-08,G,6-3,34,129,337,0.383,62,186,0.333,71,102,0.696,157,4.618,88,2.588,4,0.118,44,1.294,391,11.500,78
"Turner, Phil",Fr.,2007-08,G,6-3,30,41,124,0.331,24,79,0.304,15,27,0.556,84,2.800,25,0.833,10,0.333,26,0.867,121,4.033,28
"Varnado, Jarvis",So.,2007-08,F,6-9,34,109,170,0.641,1,2,0.500,50,100,0.500,264,7.765,18,0.529,157,4.618,18,0.529,269,7.912,41
