name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Bauscher, Matt",Sr.,2007-08,G,6-3,33,112,228,0.491,54,124,0.435,26,52,0.500,113,3.424,105,3.182,5,0.152,39,1.182,304,9.212,36
"Cunningham, Kurt",So.,2007-08,C,6-9,33,36,58,0.621,0,0,-,14,22,0.636,64,1.939,22,0.667,6,0.182,6,0.182,86,2.606,23
"Garner, Aaron",Jr.,2007-08,G,6-4,29,17,52,0.327,8,33,0.242,11,14,0.786,21,0.724,9,0.310,1,0.034,7,0.241,53,1.828,11
"Greene, Jamar",Jr.,2007-08,G,6-0,33,41,131,0.313,19,76,0.250,12,24,0.500,39,1.182,49,1.485,2,0.061,12,0.364,113,3.424,50
"Larry, Reggie",Sr.,2007-08,F,6-6,34,244,455,0.536,37,86,0.430,136,213,0.638,313,9.206,62,1.824,35,1.029,48,1.412,661,19.441,90
"Larsen, Nate",Fr.,2007-08,-,-,5,0,1,0.000,0,0,-,0,0,-,0,-,0,-,0,-,0,-,0,-,3
"Moritz, Zack",Fr.,2007-08,C,6-10,2,1,1,1.000,0,0,-,1,2,0.500,3,1.500,0,-,1,0.500,0,-,3,1.500,1
"Mortiz, Zack",Fr.,2007-08,-,-,1,0,0,-,0,0,-,0,0,-,3,3.000,0,-,0,-,0,-,0,-,0
"Nelson, Matt",Sr.,2007-08,F,6-9,33,202,312,0.647,0,1,0.000,113,181,0.624,241,7.303,70,2.121,8,0.242,21,0.636,517,15.667,74
"Noonan, Paul",Fr.,2007-08,F,6-6,33,44,99,0.444,27,68,0.397,45,52,0.865,42,1.273,14,0.424,5,0.152,6,0.182,160,4.848,20
"Rouse, Shawn",Fr.,2007-08,F,6-7,11,4,14,0.286,1,3,0.333,0,1,0.000,6,0.545,7,0.636,0,-,4,0.364,9,0.818,8
"Sanchez, Mark",Jr.,2007-08,F,6-7,33,39,85,0.459,6,21,0.286,14,24,0.583,81,2.455,21,0.636,7,0.212,6,0.182,98,2.970,28
"Thomas, Anthony",So.,2007-08,G,6-0,34,101,231,0.437,35,106,0.330,53,72,0.736,84,2.471,141,4.147,0,-,49,1.441,290,8.529,91
"Tiedeman, Tyler",Sr.,2007-08,G,6-7,34,153,289,0.529,84,172,0.488,83,111,0.748,114,3.353,105,3.088,10,0.294,17,0.500,473,13.912,85
"Tracy, Steve",So.,2007-08,C,6-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
