name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Black, Kauri",Sr.,2012-13,F,6-8,33,91,139,0.655,0,0,-,53,109,0.486,145,4.394,24,0.727,19,0.576,26,0.788,235,7.121,44
"Booker, Jamie",Sr.,2012-13,G,6-1,10,0,2,0.000,0,0,-,0,0,-,3,0.300,1,0.100,0,-,0,-,0,-,0
"Haralson, Scottie",Sr.,2012-13,G,6-4,33,124,335,0.370,76,211,0.360,48,57,0.842,130,3.939,46,1.394,5,0.152,16,0.485,372,11.273,43
"Harrison, Shaquille",Fr.,2012-13,G,6-3,33,72,193,0.373,4,27,0.148,78,122,0.639,124,3.758,94,2.848,14,0.424,56,1.697,226,6.848,80
"King, Zeldric",Fr.,2012-13,F,6-7,21,28,47,0.596,1,1,1.000,20,31,0.645,48,2.286,7,0.333,1,0.048,10,0.476,77,3.667,39
"Peete, Tim",Jr.,2012-13,G,6-3,33,34,103,0.330,7,30,0.233,25,35,0.714,96,2.909,47,1.424,4,0.121,27,0.818,100,3.030,34
"Ray, Rashad",Fr.,2012-13,G,5-11,31,77,179,0.430,13,48,0.271,55,70,0.786,76,2.452,54,1.742,3,0.097,31,1.000,222,7.161,60
"Smith, Rashad",So.,2012-13,F,6-7,4,18,29,0.621,0,2,0.000,22,27,0.815,19,4.750,0,-,7,1.750,2,0.500,58,14.500,10
"Swannegan, Brandon",So.,2012-13,F,6-7,23,25,55,0.455,0,0,-,22,32,0.688,59,2.565,4,0.174,17,0.739,3,0.130,72,3.130,12
"Swilling, Jr., Pat",Jr.,2012-13,G,6-2,26,88,230,0.383,65,159,0.409,37,57,0.649,58,2.231,41,1.577,0,-,10,0.385,278,10.692,50
"Wood, Nick",Fr.,2012-13,G,6-1,9,5,10,0.500,4,7,0.571,1,2,0.500,0,-,0,-,0,-,0,-,15,1.667,1
"Woodard, James",Fr.,2012-13,G,6-4,32,130,303,0.429,31,112,0.277,92,135,0.681,188,5.875,64,2.000,6,0.188,31,0.969,383,11.969,73
"Wright, D'Andre",Fr.,2012-13,F,6-8,24,71,135,0.526,0,1,0.000,61,90,0.678,122,5.083,7,0.292,25,1.042,1,0.042,203,8.458,30
