name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Campbell, Galen",So.,2012-13,G,6-3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Chievous, Quinton",Fr.,2012-13,G,6-5,22,23,49,0.469,6,21,0.286,4,7,0.571,52,2.364,6,0.273,1,0.045,3,0.136,56,2.545,15
"Edwards, D'Montre",Jr.,2012-13,G,6-6,16,13,40,0.325,5,14,0.357,6,11,0.545,30,1.875,1,0.063,0,-,2,0.125,37,2.313,5
"Golden, Trae",Jr.,2012-13,G,6-2,31,111,290,0.383,28,95,0.295,126,162,0.778,89,2.871,121,3.903,0,-,8,0.258,376,12.129,63
"Hall, Kenny",Sr.,2012-13,F,6-9,31,66,122,0.541,0,4,0.000,43,61,0.705,127,4.097,11,0.355,13,0.419,6,0.194,175,5.645,38
"Lopez, Brandon",So.,2012-13,G,6-1,17,2,10,0.200,0,1,0.000,1,3,0.333,11,0.647,8,0.471,0,-,3,0.176,5,0.294,9
"Makanjuola, Yemi",So.,2012-13,C,6-9,29,16,42,0.381,0,0,-,15,23,0.652,69,2.379,4,0.138,8,0.276,2,0.069,47,1.621,14
"Maymon, Jeronne",Sr.,2012-13,F,6-7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"McBee, Skylar",Sr.,2012-13,G,6-3,33,55,174,0.316,51,156,0.327,21,25,0.840,40,1.212,17,0.515,0,-,11,0.333,182,5.515,14
"McRae, Jordan",Jr.,2012-13,G,6-5,33,170,402,0.423,60,169,0.355,118,153,0.771,136,4.121,66,2.000,29,0.879,26,0.788,518,15.697,93
"Miller, Dwight",Sr.,2012-13,F,6-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Moore, Armani",Fr.,2012-13,G,6-5,30,30,80,0.375,4,15,0.267,8,16,0.500,77,2.567,20,0.667,18,0.600,17,0.567,72,2.400,31
"Murphy, Rob",Sr.,2012-13,F,6-8,2,0,0,-,0,0,-,0,0,-,0,-,0,-,0,-,0,-,0,-,2
"Reese, Derek",Fr.,2012-13,G,6-8,14,19,49,0.388,10,31,0.323,4,6,0.667,29,2.071,7,0.500,1,0.071,4,0.286,52,3.714,5
"Richardson, Josh",So.,2012-13,G,6-6,33,99,211,0.469,9,42,0.214,54,78,0.692,143,4.333,51,1.545,23,0.697,35,1.061,261,7.909,55
"Stokes, Jarnell",So.,2012-13,F,6-8,33,149,282,0.528,0,0,-,110,194,0.567,318,9.636,42,1.273,37,1.121,23,0.697,408,12.364,68
