name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Alexander, Deonte",Sr.,2012-13,G,6-1,29,150,325,0.462,67,168,0.399,30,42,0.714,93,3.207,47,1.621,8,0.276,39,1.345,397,13.690,53
"Butler, J.J.",Fr.,2012-13,G,6-3,23,11,48,0.229,4,22,0.182,8,12,0.667,22,0.957,39,1.696,0,-,13,0.565,34,1.478,29
"Denny, Talbott",Fr.,2012-13,G,6-6,30,20,60,0.333,3,7,0.429,28,51,0.549,48,1.600,5,0.167,3,0.100,14,0.467,71,2.367,23
"Ellis, Zack",Jr.,2012-13,F,6-6,10,1,3,0.333,0,2,0.000,0,2,0.000,2,0.200,0,-,0,-,1,0.100,2,0.200,0
"Garcia, Oscar",Jr.,2012-13,C,6-8,30,21,55,0.382,0,0,-,19,42,0.452,53,1.767,5,0.167,1,0.033,9,0.300,61,2.033,31
"Glover, John Ross",Fr.,2012-13,G,6-4,24,33,85,0.388,5,17,0.294,23,35,0.657,39,1.625,10,0.417,1,0.042,4,0.167,94,3.917,23
"Green, Dylan",Fr.,2012-13,G,6-4,10,1,5,0.200,1,3,0.333,1,4,0.250,4,0.400,0,-,0,-,0,-,4,0.400,0
"Hampton, J.C.",Fr.,2012-13,G,6-1,4,9,20,0.450,5,13,0.385,2,2,1.000,13,3.250,8,2.000,0,-,4,1.000,25,6.250,14
"Hurt, Stephen",Fr.,2012-13,C,6-10,30,130,243,0.535,1,6,0.167,83,121,0.686,235,7.833,29,0.967,16,0.533,12,0.400,344,11.467,72
"Johnson, Chad",So.,2012-13,G,6-0,26,6,35,0.171,4,25,0.160,6,8,0.750,20,0.769,10,0.385,0,-,6,0.231,22,0.846,10
"Sanderson, Carter",So.,2012-13,G,6-1,29,52,154,0.338,26,87,0.299,30,47,0.638,51,1.759,36,1.241,0,-,26,0.897,160,5.517,51
"Sankey, Khion",Jr.,2012-13,G,6-5,30,93,182,0.511,11,34,0.324,53,106,0.500,210,7.000,83,2.767,6,0.200,41,1.367,250,8.333,76
"Smith, Martin",So.,2012-13,F,6-4,30,110,287,0.383,32,112,0.286,85,107,0.794,141,4.700,54,1.800,11,0.367,23,0.767,337,11.233,66
"Smith, Charles",Fr.,2012-13,C,6-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Smith, Malcolm",So.,2012-13,F,6-5,25,80,188,0.426,0,1,0.000,118,175,0.674,120,4.800,19,0.760,6,0.240,17,0.680,278,11.120,51
