name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Belardo, Gaby",So.,2010-11,G,6-2,30,121,284,0.426,28,100,0.280,39,64,0.609,70,2.333,116,3.867,1,0.033,41,1.367,309,10.300,87
"Coles, Julius",Sr.,2010-11,G,6-4,30,114,304,0.375,37,112,0.330,62,98,0.633,122,4.067,58,1.933,13,0.433,31,1.033,327,10.900,47
"Dhal, Marial",Jr.,2010-11,C,7-3,19,4,4,1.000,0,0,-,0,0,-,10,0.526,1,0.053,6,0.316,0,-,8,0.421,10
"Frazier, Elton",Sr.,2010-11,F,6-6,30,152,290,0.524,5,21,0.238,64,92,0.696,190,6.333,30,1.000,34,1.133,25,0.833,373,12.433,39
"Goldsberry, Robert",Sr.,2010-11,G,6-0,26,39,96,0.406,28,61,0.459,60,73,0.822,60,2.308,83,3.192,3,0.115,36,1.385,166,6.385,48
"Gricius, Rokas",Jr.,2010-11,F,6-9,8,3,4,0.750,2,3,0.667,1,2,0.500,2,0.250,0,-,0,-,0,-,9,1.125,1
"Groves, Reggie",Fr.,2010-11,G,6-2,29,14,59,0.237,4,31,0.129,22,29,0.759,60,2.069,48,1.655,2,0.069,17,0.586,54,1.862,29
"Hymes, Alshwan",So.,2010-11,G,6-2,30,93,244,0.381,69,181,0.381,11,18,0.611,59,1.967,52,1.733,4,0.133,19,0.633,266,8.867,55
"Khan, Ashton",Fr.,2010-11,G,6-1,15,5,12,0.417,0,1,0.000,5,8,0.625,7,0.467,8,0.533,0,-,4,0.267,15,1.000,6
"Kindler, Eric",Fr.,2010-11,F,6-5,13,4,25,0.160,3,19,0.158,4,6,0.667,4,0.308,5,0.385,0,-,1,0.077,15,1.154,4
"Logins, Greg",Sr.,2010-11,F,6-7,30,134,285,0.470,49,108,0.454,36,46,0.783,181,6.033,16,0.533,9,0.300,16,0.533,353,11.767,40
"Manhertz, Chris",Fr.,2010-11,F,6-6,21,12,25,0.480,0,0,-,4,8,0.500,56,2.667,0,-,11,0.524,3,0.143,28,1.333,11
"Vazquez-Simmons, T.",Sr.,2010-11,C,6-7,30,44,110,0.400,6,25,0.240,26,34,0.765,152,5.067,32,1.067,62,2.067,14,0.467,120,4.000,35
