Arizona,11/13/2011,63,73,Away,,-,"12,833"
Indiana St.,11/18/2011,50,57,Away,,-,"5,773"
IUPUI,11/23/2011,69,62,Home,,-,"3,225"
Calumet Col.,11/27/2011,74,39,Home,,-,"3,055"
Texas Southern,11/29/2011,64,53,Home,,-,"2,906"
UT Martin,12/03/2011,71,48,Away,,-,"1,201"
SIU Edwardsville,12/06/2011,76,55,Away,,-,"1,708"
Butler,12/10/2011,58,55,Home,,-,"8,412"
IUPUI,12/19/2011,57,66,Away,,-,"2,074"
Morehead St.,12/23/2011,54,62,Away,,-,"1,010"
Chicago St.,12/31/2011,86,58,Home,,-,"3,202"
Florida A&M,01/04/2012,70,55,Home,,-,"2,736"
Western Mich.,01/07/2012,78,69,Home,,-,"4,213"
Toledo,01/10/2012,70,68,Away,,-,"4,079"
Eastern Mich.,01/14/2012,48,51,Home,,-,"4,050"
Central Mich.,01/18/2012,73,52,Away,,-,"1,541"
Northern Ill.,01/21/2012,75,65,Away,,-,"1,961"
Akron,01/24/2012,58,70,Home,,-,"3,757"
Ohio,01/28/2012,55,59,Away,,-,"6,018"
Buffalo,02/01/2012,57,73,Away,,-,"2,112"
Miami (OH),02/04/2012,53,59,Home,,-,"3,917"
Bowling Green,02/08/2012,54,61,Home,,-,"3,070"
Kent St.,02/11/2012,55,76,Away,,-,"2,472"
Toledo,02/15/2012,55,63,Home,,-,"3,144"
Southern Ill.,02/18/2012,71,62,Home,,-,"3,272"
Western Mich.,02/22/2012,61,78,Away,,-,"2,877"
Eastern Mich.,02/25/2012,50,61,Away,,-,"1,507"
Central Mich.,02/29/2012,71,52,Home,,-,"2,964"
Northern Ill.,03/03/2012,62,51,Home,,-,"3,935"
Western Mich.,03/05/2012,63,69,Away,,-,"1,002"
