Longwood,11/11/2011,78,70,Away,,-,"1,779"
Penn St.-Altoona,11/13/2011,88,54,Home,,-,"1,627"
Siena,11/16/2011,56,65,Away,,-,"5,896"
Quinnipiac,11/19/2011,54,78,Away,,-,"1,690"
Tulane,11/22/2011,55,57,Home,,-,"1,726"
Albany (NY),11/25/2011,62,69,Away,,-,"3,037"
Mt. St. Mary's,11/27/2011,64,56,Home,,-,"1,276"
Md.-East. Shore,11/30/2011,46,59,Away,,-,"1,026"
Elon,12/03/2011,48,51,Away,,-,"1,037"
Monmouth,12/06/2011,67,69,Home,,-,"1,682"
Missouri,12/10/2011,59,84,Away,,-,"11,529"
Presbyterian,12/22/2011,42,58,Away,,-,856
Mercer,12/30/2011,56,65,Home,,-,"2,555"
Norfolk St.,01/01/2012,65,71,Home,,-,"1,312"
Lafayette,01/07/2012,63,65,Home,,-,"1,986"
Holy Cross,01/11/2012,69,73,Away,,-,"1,374"
Army,01/14/2012,62,75,Home,,-,"5,710"
American,01/18/2012,60,67,Home,,-,"1,666"
Colgate,01/21/2012,54,65,Away,,1 OT,813
Lehigh,01/26/2012,60,71,Away,,-,"1,184"
Bucknell,01/28/2012,51,66,Home,,-,"3,718"
Lafayette,02/04/2012,41,62,Away,,-,"2,253"
Holy Cross,02/08/2012,52,64,Home,,-,"1,702"
Army,02/11/2012,63,69,Away,,2 OT,"5,189"
American,02/15/2012,47,69,Away,,-,"1,219"
Colgate,02/18/2012,57,59,Home,,-,"4,122"
Lehigh,02/22/2012,41,58,Home,,-,"2,801"
Bucknell,02/25/2012,55,64,Away,,-,"3,894"
Bucknell,02/29/2012,63,87,Away,,-,"2,709"
