Menlo,11/11/2011,70,56,Home,,-,688
Central Ark.,11/13/2011,75,54,Home,,-,474
Washington St.,11/17/2011,68,79,Away,,-,"4,117"
UC Davis,11/22/2011,69,61,Away,,-,"1,847"
McNeese St.,11/26/2011,63,68,Home,,-,644
Cal Poly,11/30/2011,51,77,Away,,-,"2,247"
Oklahoma,12/02/2011,53,82,Away,,-,"7,460"
CSU Bakersfield,12/07/2011,60,63,Away,,-,"1,269"
Cal Maritime,12/10/2011,66,38,Home,,-,460
North Dakota,12/18/2011,75,64,Home,,-,406
Southeast Mo. St.,12/22/2011,76,77,Home,,-,554
Northern Ariz.,12/29/2011,64,73,Away,,-,472
Weber St.,12/31/2011,63,74,Away,,-,"5,903"
Northern Colo.,01/07/2012,53,61,Home,,-,711
Eastern Wash.,01/12/2012,60,65,Home,,-,508
Idaho St.,01/14/2012,67,68,Home,,-,465
Montana St.,01/19/2012,65,72,Away,,-,"2,844"
Montana,01/21/2012,56,85,Away,,-,"3,709"
Weber St.,01/26/2012,60,75,Home,,-,823
Northern Ariz.,01/28/2012,77,43,Home,,-,709
Northern Colo.,02/02/2012,73,62,Away,,-,"1,438"
Eastern Wash.,02/04/2012,75,71,Away,,-,"1,957"
Montana St.,02/09/2012,86,76,Home,,-,542
Montana,02/11/2012,58,67,Home,,-,818
Portland St.,02/15/2012,67,85,Away,,-,635
San Jose St.,02/18/2012,67,79,Home,,-,783
Portland St.,02/23/2012,88,94,Home,,-,"1,132"
Idaho St.,02/25/2012,70,67,Away,,-,"2,445"
