VCU,11/11/2011,57,63,Away,,-,"7,617"
Lafayette,11/14/2011,81,84,Home,,-,831
Bucknell,11/19/2011,42,73,Away,,-,"3,242"
Colgate,11/23/2011,66,74,Away,,-,432
Youngstown St.,11/26/2011,59,60,Home,,-,782
Niagara,11/28/2011,63,65,Home,,-,809
Monmouth,12/01/2011,71,49,Home,,-,906
Fairleigh Dickinson,12/03/2011,73,69,Home,,-,870
Lehigh,12/07/2011,50,71,Away,,-,908
American,12/10/2011,66,61,Home,,-,762
Pittsburgh,12/20/2011,47,71,Away,,-,"8,325"
St. Bonaventure,12/23/2011,58,82,Away,,-,"3,186"
Drexel,12/31/2011,42,63,Away,,-,"2,247"
Central Conn. St.,01/05/2012,58,69,Away,,-,"1,612"
Bryant,01/07/2012,56,59,Away,,-,624
Sacred Heart,01/12/2012,68,71,Home,,-,892
Quinnipiac,01/14/2012,74,71,Home,,-,922
Monmouth,01/19/2012,50,68,Away,,-,"1,502"
Fairleigh Dickinson,01/21/2012,69,63,Away,,-,231
St. Francis (NY),01/26/2012,65,75,Home,,-,912
LIU Brooklyn,01/28/2012,76,97,Home,,-,"1,246"
Mt. St. Mary's,02/02/2012,51,64,Away,,-,"1,133"
Wagner,02/04/2012,54,72,Away,,-,"1,910"
Robert Morris,02/08/2012,74,78,Home,,-,872
Robert Morris,02/11/2012,56,70,Away,,-,"1,459"
Central Conn. St.,02/16/2012,60,65,Home,,-,736
Bryant,02/18/2012,76,61,Home,,-,"1,237"
Quinnipiac,02/23/2012,44,77,Away,,-,"1,822"
Sacred Heart,02/25/2012,57,72,Away,,-,"1,042"
