Maryland,11/13/2011,62,71,Away,,-,"12,873"
Dayton,11/19/2011,49,74,Away,,-,"12,538"
Marshall,11/22/2011,64,69,Home,,-,"3,720"
Davidson,11/26/2011,67,70,Home,,-,"2,854"
Toledo,11/30/2011,73,75,Away,,-,"3,785"
Illinois St.,12/03/2011,63,54,Away,,-,"5,157"
Liberty,12/06/2011,77,68,Away,,-,"1,611"
VCU,12/17/2011,64,87,Away,,-,"7,617"
Campbell,12/19/2011,67,65,Home,,-,"3,247"
Wake Forest,12/21/2011,78,87,Away,,-,"7,586"
Furman,12/30/2011,72,61,Home,,-,"3,264"
Delaware,01/02/2012,80,75,Home,,-,"2,657"
Northeastern,01/04/2012,70,62,Away,,-,483
Hofstra,01/07/2012,86,80,Home,,-,"3,416"
Georgia St.,01/12/2012,61,75,Away,,-,"2,698"
Drexel,01/14/2012,57,79,Home,,-,"3,838"
James Madison,01/18/2012,61,69,Home,,-,"3,642"
William & Mary,01/21/2012,68,66,Away,,-,"2,326"
George Mason,01/23/2012,61,67,Away,,-,"4,147"
Old Dominion,01/25/2012,48,53,Home,,-,"3,413"
Towson,01/28/2012,61,66,Away,,-,881
Georgia St.,02/01/2012,53,68,Home,,-,"3,075"
William & Mary,02/04/2012,81,68,Home,,-,"4,553"
Delaware,02/08/2012,53,71,Away,,-,"1,759"
George Mason,02/11/2012,69,75,Home,,-,"3,513"
Old Dominion,02/14/2012,64,81,Away,,-,"7,347"
Manhattan,02/18/2012,64,79,Away,,-,"1,388"
VCU,02/22/2012,59,63,Home,,-,"3,514"
Hofstra,02/25/2012,64,93,Away,,-,"3,017"
James Madison,03/02/2012,70,59,Neutral,"Richmond, VA",-,"3,081"
Drexel,03/03/2012,47,59,Neutral,"Richmond, VA",-,"5,889"
