Roanoke,11/11/2011,75,49,Home,,-,"1,107"
Columbia,11/14/2011,62,58,Away,,-,719
Mercer,11/17/2011,46,66,Home,,-,"1,269"
Loyola Chicago,11/20/2011,63,51,Home,,-,903
Clemson,11/25/2011,49,59,Away,,-,"7,126"
Elon,11/30/2011,70,77,Away,,-,958
Davidson,12/03/2011,65,86,Away,,-,"3,573"
Virginia-Wise,12/06/2011,86,66,Home,,-,826
Jacksonville,12/11/2011,85,79,Home,,-,"1,019"
Western Ky.,12/17/2011,76,63,Away,,-,"3,192"
Presbyterian,12/20/2011,71,75,Away,,-,801
Georgia,12/23/2011,50,64,Away,,-,"5,410"
UNC Wilmington,12/30/2011,61,72,Away,,-,"3,264"
Citadel,01/05/2012,77,45,Home,,-,"1,239"
Col. of Charleston,01/07/2012,43,66,Home,,-,"2,101"
Appalachian St.,01/12/2012,50,56,Away,,-,"1,055"
Western Caro.,01/14/2012,58,55,Away,,-,"2,847"
Ga. Southern,01/19/2012,64,54,Home,,-,"1,432"
Wofford,01/21/2012,72,79,Home,,-,"2,721"
Col. of Charleston,01/26/2012,69,63,Away,,-,"4,011"
Citadel,01/28/2012,67,58,Away,,-,"1,602"
Davidson,02/01/2012,53,71,Home,,-,"2,324"
UNC Greensboro,02/04/2012,93,85,Home,,-,"1,855"
Ga. Southern,02/06/2012,57,64,Away,,-,"1,906"
Appalachian St.,02/09/2012,69,79,Home,,-,"1,230"
Western Caro.,02/11/2012,80,66,Home,,-,"2,584"
Samford,02/18/2012,49,55,Away,,-,"1,204"
Chattanooga,02/23/2012,65,55,Home,,-,"1,241"
Wofford,02/25/2012,52,67,Away,,-,"3,500"
Samford,03/02/2012,75,66,Neutral,"Asheville, NC",-,"4,741"
Davidson,03/03/2012,54,73,Neutral,"Asheville, NC",-,"5,432"
