Providence,11/12/2011,61,72,Away,,-,"6,586"
Lehigh,11/15/2011,61,72,Home,,-,998
Saint Peter's,11/18/2011,73,62,Home,,-,"1,015"
Lafayette,11/22/2011,74,85,Away,,-,849
Albany (NY),11/27/2011,62,81,Away,,-,"1,623"
Robert Morris,12/01/2011,54,66,Away,,-,"1,281"
Saint Francis (PA),12/03/2011,69,73,Away,,-,870
Stony Brook,12/07/2011,46,70,Away,,-,"1,078"
Louisville,12/10/2011,58,80,Away,,-,"20,287"
Vermont,12/21/2011,53,71,Home,,-,"1,050"
NJIT,12/28/2011,53,66,Away,,-,375
Columbia,01/02/2012,52,67,Away,,-,293
Wagner,01/05/2012,64,88,Home,,-,"1,127"
Mt. St. Mary's,01/07/2012,45,66,Home,,-,583
LIU Brooklyn,01/12/2012,64,82,Away,,-,639
St. Francis (NY),01/14/2012,51,62,Away,,-,549
Longwood,01/16/2012,83,87,Home,,-,326
Robert Morris,01/19/2012,55,67,Home,,-,533
Saint Francis (PA),01/21/2012,63,69,Home,,-,231
Bryant,01/26/2012,66,63,Away,,-,823
Central Conn. St.,01/28/2012,62,69,Away,,-,"2,412"
Quinnipiac,02/02/2012,48,65,Home,,-,892
Sacred Heart,02/04/2012,57,66,Home,,-,"1,125"
Monmouth,02/08/2012,62,75,Home,,-,"1,263"
Monmouth,02/11/2012,68,82,Away,,-,"2,170"
Mt. St. Mary's,02/16/2012,63,77,Away,,-,"1,253"
Wagner,02/18/2012,70,90,Away,,-,"1,725"
LIU Brooklyn,02/23/2012,80,91,Home,,-,512
St. Francis (NY),02/25/2012,45,44,Home,,-,"1,433"
