Arizona,11/07/2011,64,73,Away,,-,"12,871"
Ga. Southern,11/11/2011,90,81,Away,,-,"2,547"
Holy Cross (IN),11/14/2011,88,38,Home,,-,"1,957"
Akron,11/18/2011,62,59,Home,,-,"3,876"
Ind.-Kokomo,11/19/2011,79,48,Home,,-,"2,244"
Duquesne,11/20/2011,84,68,Home,,-,"2,011"
Ohio St.,11/25/2011,47,80,Away,,-,"15,606"
Butler,12/03/2011,77,71,Away,,1 OT,"7,239"
IPFW,12/07/2011,76,85,Away,,-,"1,550"
Bowling Green,12/10/2011,82,79,Home,,-,"3,667"
Oakland,12/17/2011,80,82,Home,,-,"2,884"
Northern Ill.,12/20/2011,59,48,Away,,-,850
IUPUI,12/23/2011,88,97,Away,,-,"1,576"
Milwaukee,12/29/2011,55,57,Home,,-,"2,644"
Green Bay,12/31/2011,90,87,Home,,-,"2,353"
Detroit,01/06/2012,73,71,Away,,-,"2,271"
Wright St.,01/08/2012,55,73,Away,,-,"3,736"
Youngstown St.,01/13/2012,76,62,Home,,-,"3,271"
Cleveland St.,01/15/2012,72,66,Home,,-,"4,124"
Loyola Chicago,01/19/2012,69,48,Away,,-,"2,555"
Ill.-Chicago,01/21/2012,60,55,Away,,-,"3,367"
Green Bay,01/26/2012,60,75,Away,,-,"2,546"
Milwaukee,01/28/2012,55,52,Away,,-,"5,773"
Detroit,02/02/2012,78,73,Home,,-,"3,488"
Wright St.,02/04/2012,63,54,Home,,-,"4,727"
Cleveland St.,02/09/2012,59,41,Away,,-,"4,521"
Youngstown St.,02/11/2012,53,71,Away,,-,"3,374"
Ill.-Chicago,02/14/2012,74,65,Home,,-,"2,714"
Loyola Marymount,02/17/2012,53,61,Away,,-,"4,021"
Loyola Chicago,02/21/2012,66,62,Home,,1 OT,"3,337"
Butler,02/24/2012,71,59,Home,,-,"5,237"
Butler,03/03/2012,65,46,Home,,-,"4,716"
Detroit,03/06/2012,50,70,Home,,-,"4,258"
Miami (FL),03/14/2012,50,66,Away,,-,"1,229"
