Arizona St.,11/11/2011,72,78,Away,,-,"5,603"
Northern N.M.,11/13/2011,111,61,Home,,-,"2,216"
Utah,11/19/2011,70,64,Away,,-,"7,957"
Seattle,11/22/2011,73,85,Home,,-,"2,407"
Idaho,11/26/2011,67,76,Away,,-,906
San Jose St.,11/28/2011,77,70,Away,,-,"1,055"
CSU Bakersfield,12/03/2011,71,67,Home,,-,"2,828"
Willamette,12/07/2011,109,64,Home,,-,"2,195"
UC Riverside,12/11/2011,73,75,Home,,-,"2,108"
Pepperdine,12/18/2011,36,59,Away,,-,703
New Mexico,12/20/2011,46,91,Away,,-,"13,462"
Eastern Wash.,12/28/2011,66,82,Home,,-,"3,052"
Portland St.,12/30/2011,86,73,Home,,-,"2,785"
Idaho St.,01/05/2012,73,69,Away,,-,"1,959"
Weber St.,01/12/2012,49,63,Away,,-,"6,134"
Northern Ariz.,01/14/2012,74,72,Away,,-,510
Sacramento St.,01/19/2012,72,65,Home,,-,"2,844"
Northern Colo.,01/21/2012,84,72,Home,,-,"3,407"
Portland St.,01/26/2012,70,65,Away,,-,"1,134"
Eastern Wash.,01/28/2012,52,69,Away,,-,"3,617"
Idaho St.,02/02/2012,86,87,Home,,1 OT,"2,768"
Montana,02/04/2012,58,67,Home,,-,"6,018"
Sacramento St.,02/09/2012,76,86,Away,,-,542
Northern Colo.,02/11/2012,64,77,Away,,1 OT,"1,398"
Weber St.,02/15/2012,70,79,Home,,-,"2,655"
Cal St. Fullerton,02/18/2012,66,80,Away,,-,963
Montana,02/25/2012,47,57,Away,,-,"7,003"
Northern Ariz.,02/27/2012,79,60,Home,,-,"2,701"
Portland St.,03/03/2012,53,75,Away,,-,728
