Hartford,11/12/2011,70,55,Home,,-,"4,152"
Radford,11/14/2011,62,46,Home,,-,"4,916"
LIU Brooklyn,11/16/2011,77,68,Home,,-,"5,258"
Kentucky,11/19/2011,47,85,Neutral,"Uncasville, CT",-,"4,755"
South Fla.,11/20/2011,53,49,Neutral,"Uncasville, CT",-,"4,755"
Youngstown St.,11/23/2011,82,71,Home,,-,"4,461"
Saint Joseph's,11/26/2011,47,65,Away,,-,"4,200"
Boston College,11/30/2011,62,54,Away,,-,"4,326"
Ole Miss,12/04/2011,70,72,Home,,-,"6,001"
Lafayette,12/07/2011,57,61,Home,,-,"5,462"
Duquesne,12/10/2011,59,66,Away,,-,"7,046"
Mt. St. Mary's,12/18/2011,72,43,Home,,-,"7,202"
Cornell,12/21/2011,74,67,Home,,-,"4,414"
Michigan,12/29/2011,53,71,Away,,-,"12,721"
Northwestern,01/01/2012,56,68,Away,,-,"5,389"
Purdue,01/05/2012,65,45,Home,,-,"5,081"
Indiana,01/08/2012,82,88,Home,,-,"8,250"
Nebraska,01/11/2012,58,70,Away,,-,"10,791"
Minnesota,01/15/2012,66,80,Home,,-,"9,065"
Illinois,01/19/2012,54,52,Home,,-,"6,945"
Indiana,01/22/2012,54,73,Away,,-,"17,248"
Ohio St.,01/25/2012,54,78,Away,,-,"16,907"
Wisconsin,01/31/2012,46,52,Home,,-,"8,752"
Iowa,02/04/2012,64,77,Away,,-,"13,510"
Michigan St.,02/08/2012,57,77,Away,,-,"14,797"
Nebraska,02/11/2012,67,51,Home,,-,"13,103"
Iowa,02/16/2012,69,64,Home,,-,"6,794"
Wisconsin,02/19/2012,55,65,Away,,-,"17,230"
Northwestern,02/25/2012,66,67,Home,,-,"8,513"
Purdue,02/29/2012,56,80,Away,,-,"14,565"
Michigan,03/04/2012,65,71,Home,,-,"9,564"
Indiana,03/08/2012,58,75,Neutral,"Indianapolis, IN",-,"17,936"
