Stanford,11/11/2011,52,91,Away,,-,"5,206"
Sacramento St.,11/13/2011,54,75,Away,,-,474
Philander Smith,11/16/2011,90,97,Home,,-,"2,547"
Ecclesia,11/22/2011,90,75,Home,,-,412
Eastern Ill.,11/26/2011,107,96,Home,,2 OT,398
UT Martin,11/30/2011,75,68,Away,,-,"1,884"
Southeast Mo. St.,12/05/2011,88,72,Home,,-,"1,021"
Henderson St.,12/07/2011,83,81,Home,,1 OT,"1,127"
Arkansas St.,12/10/2011,64,71,Away,,-,"2,542"
Iowa,12/19/2011,64,105,Away,,-,"9,382"
Drake,12/21/2011,64,87,Away,,-,"3,751"
UNLV,12/28/2011,75,124,Away,,-,"14,401"
Lamar,01/07/2012,67,103,Away,,-,"3,257"
Stephen F. Austin,01/11/2012,56,67,Home,,-,"1,679"
Northwestern St.,01/14/2012,77,73,Away,,-,"1,032"
Nicholls St.,01/18/2012,99,76,Home,,-,"1,023"
Lamar,01/21/2012,78,92,Home,,-,"2,227"
Southeastern La.,01/25/2012,71,75,Away,,1 OT,"1,176"
McNeese St.,01/29/2012,76,87,Away,,-,936
Northwestern St.,02/01/2012,68,79,Home,,-,"1,127"
Texas-Arlington,02/04/2012,61,69,Home,,-,"1,017"
Texas St.,02/08/2012,63,94,Away,,-,"1,781"
McNeese St.,02/11/2012,56,71,Home,,-,"1,043"
Sam Houston St.,02/15/2012,59,76,Away,,-,878
Louisiana Tech,02/18/2012,62,84,Away,,-,"3,977"
Nicholls St.,02/22/2012,70,80,Away,,-,796
Southeastern La.,02/25/2012,64,63,Home,,-,"2,320"
UTSA,02/29/2012,60,73,Home,,-,"2,637"
A&M-Corpus Christi,03/03/2012,65,67,Away,,-,"1,550"
