Lehigh,11/12/2011,86,77,Home,,-,"13,343"
Drake,11/15/2011,65,74,Away,,-,"5,665"
Western Caro.,11/20/2011,92,60,Home,,-,"10,922"
Northern Colo.,11/22/2011,90,82,Home,,-,"11,155"
Providence,11/25/2011,64,54,Neutral,"South Padre Island, TX",-,675
Rice,11/26/2011,90,63,Neutral,"South Padre Island, TX",-,660
UNI,11/30/2011,62,69,Home,,-,"13,509"
Michigan,12/03/2011,66,76,Away,,-,"10,845"
Prairie View,12/06/2011,84,59,Home,,-,"12,915"
Iowa,12/09/2011,86,76,Home,,-,"14,356"
Central Mich.,12/18/2011,59,52,Home,,-,"11,764"
Lipscomb,12/21/2011,81,64,Home,,-,"11,513"
Mississippi Val.,12/31/2011,67,65,Home,,-,"12,399"
Texas,01/04/2012,77,71,Home,,-,"12,248"
Texas A&M,01/07/2012,74,50,Away,,-,"6,450"
Missouri,01/11/2012,69,76,Home,,-,"13,198"
Kansas,01/14/2012,73,82,Away,,-,"16,300"
Oklahoma St.,01/18/2012,71,68,Home,,-,"12,397"
Texas Tech,01/21/2012,76,52,Away,,-,"8,367"
Texas,01/24/2012,55,62,Away,,-,"10,117"
Kansas,01/28/2012,72,64,Home,,-,"14,376"
Kansas St.,01/31/2012,72,70,Home,,-,"13,456"
Oklahoma,02/04/2012,77,70,Away,,-,"9,272"
Oklahoma St.,02/07/2012,67,69,Away,,-,"9,365"
Texas A&M,02/11/2012,69,46,Home,,-,"14,376"
Baylor,02/13/2012,64,79,Away,,-,"7,047"
Oklahoma,02/18/2012,80,69,Home,,-,"14,376"
Texas Tech,02/22/2012,72,54,Home,,-,"13,587"
Kansas St.,02/25/2012,65,61,Away,,-,"12,528"
Missouri,02/29/2012,72,78,Away,,-,"14,837"
Baylor,03/03/2012,80,72,Home,,-,"14,376"
Texas,03/08/2012,65,71,Neutral,"Kansas City, MO",-,"18,972"
Connecticut,03/15/2012,77,64,Neutral,"Louisville, KY",-,"22,131"
Kentucky,03/17/2012,71,87,Neutral,"Louisville, KY",-,"21,757"
