Dartmouth,11/15/2008,63,48,Home,,-,678
Quinnipiac,11/17/2008,64,66,Away,,1 OT,"1,525"
LIU Brooklyn,11/20/2008,68,78,Away,,-,974
Princeton,11/23/2008,43,55,Home,,-,469
Brown,11/26/2008,73,80,Away,,-,781
Harvard,11/29/2008,54,66,Away,,-,789
Presbyterian,12/01/2008,43,59,Home,,-,206
Bryant,12/08/2008,59,48,Away,,-,"1,204"
Penn St.,12/10/2008,45,60,Away,,-,"5,720"
Fairleigh Dickinson,12/13/2008,74,52,Home,,-,455
VMI,12/21/2008,55,62,Home,,-,206
Fla. Gulf Coast,12/30/2008,61,70,Away,,-,"2,234"
Dartmouth,01/03/2009,61,54,Away,,-,703
Fairfield,01/06/2009,54,59,Home,,-,261
Colgate,01/10/2009,42,64,Home,,-,493
Holy Cross,01/14/2009,36,47,Home,,-,419
Lehigh,01/17/2009,57,77,Away,,-,"1,534"
Navy,01/25/2009,76,71,Home,,-,"4,035"
Lafayette,01/28/2009,57,56,Home,,-,253
Bucknell,01/31/2009,76,65,Home,,-,"1,357"
American,02/04/2009,34,58,Away,,-,"1,292"
Colgate,02/07/2009,53,55,Away,,-,455
Holy Cross,02/11/2009,59,62,Away,,-,"1,392"
Lehigh,02/14/2009,82,75,Home,,3 OT,"1,052"
American,02/18/2009,36,58,Home,,-,"1,062"
Navy,02/21/2009,54,59,Away,,-,"5,710"
Lafayette,02/25/2009,79,55,Away,,-,"1,102"
Bucknell,02/28/2009,70,53,Away,,-,"3,495"
Lehigh,03/04/2009,53,50,Home,,-,445
American,03/08/2009,60,61,Away,,-,"1,846"
