Sacred Heart,11/14/2008,67,58,Home,,-,"2,598"
Saint Joseph's,11/16/2008,73,69,Home,,1 OT,"3,781"
Brown,11/19/2008,57,62,Home,,-,"1,912"
Northeastern,11/22/2008,49,61,Away,,-,"2,123"
Harvard,11/25/2008,59,69,Away,,-,"1,321"
Loyola Chicago,11/29/2008,53,58,Away,,-,"2,000"
Fairfield,12/01/2008,66,78,Home,,-,"1,783"
Yale,12/03/2008,66,76,Away,,-,"1,235"
Western Mich.,12/06/2008,69,63,Home,,-,"2,291"
Massachusetts,12/10/2008,59,73,Away,,-,"4,102"
Ohio,12/22/2008,53,58,Away,,-,"3,024"
San Francisco,12/27/2008,97,88,Home,,-,"1,933"
Siena,12/30/2008,71,83,Home,,-,"2,681"
Boston U.,01/02/2009,68,49,Away,,-,"1,709"
UCF,01/06/2009,57,70,Away,,-,"3,004"
Lafayette,01/10/2009,81,67,Home,,-,"1,789"
Army,01/14/2009,47,36,Away,,-,419
Bucknell,01/17/2009,68,56,Away,,-,"3,490"
Navy,01/21/2009,68,74,Away,,-,"2,175"
American,01/24/2009,71,62,Home,,-,"3,672"
Colgate,01/28/2009,68,44,Home,,-,"1,059"
Lehigh,01/31/2009,67,52,Away,,-,"1,290"
Lafayette,02/07/2009,64,50,Away,,-,"2,769"
Army,02/11/2009,62,59,Home,,-,"1,392"
Bucknell,02/14/2009,66,72,Home,,-,"3,858"
Navy,02/18/2009,74,69,Home,,-,"2,077"
American,02/21/2009,50,56,Away,,-,"3,018"
Colgate,02/25/2009,60,58,Away,,-,650
Lehigh,02/28/2009,64,49,Home,,-,"2,287"
Bucknell,03/04/2009,75,56,Home,,-,"2,158"
Colgate,03/08/2009,61,44,Home,,-,"3,193"
American,03/13/2009,57,73,Away,,-,"3,123"
