Bryan,11/15/2008,76,48,Home,,-,"1,788"
Lipscomb,11/18/2008,83,72,Away,,-,"1,961"
Southern Utah,11/22/2008,69,68,Home,,-,"1,401"
East Tenn. St.,11/24/2008,65,78,Home,,-,"1,350"
La.-Monroe,11/29/2008,108,70,Home,,-,878
Lipscomb,12/01/2008,78,71,Home,,-,"1,560"
Jacksonville St.,12/06/2008,66,82,Home,,-,"1,618"
Union (KY),12/14/2008,87,40,Home,,-,818
Florida St.,12/16/2008,59,69,Away,,-,"5,055"
Vanderbilt,12/20/2008,63,83,Away,,-,"12,700"
La.-Monroe,12/29/2008,78,85,Away,,-,702
Southeast Mo. St.,01/03/2009,103,76,Home,,-,"1,235"
Eastern Ill.,01/05/2009,67,60,Home,,-,"1,204"
Morehead St.,01/08/2009,62,64,Away,,-,"1,719"
Eastern Ky.,01/10/2009,80,85,Away,,-,"2,900"
UT Martin,01/15/2009,72,83,Home,,-,"2,094"
Murray St.,01/17/2009,61,55,Home,,-,"3,240"
Austin Peay,01/22/2009,71,87,Away,,-,"3,619"
Tennessee St.,01/24/2009,86,78,Away,,-,"2,285"
Eastern Ill.,01/29/2009,58,75,Away,,-,"1,178"
Southeast Mo. St.,01/31/2009,91,75,Away,,-,"3,068"
Eastern Ky.,02/05/2009,73,80,Home,,-,"1,574"
Morehead St.,02/07/2009,64,72,Home,,-,"1,569"
Austin Peay,02/09/2009,80,86,Home,,-,"1,156"
Murray St.,02/12/2009,52,73,Away,,-,"2,824"
UT Martin,02/14/2009,62,71,Away,,-,"3,311"
Tennessee St.,02/19/2009,74,77,Home,,-,"1,920"
Ball St.,02/21/2009,55,59,Away,,-,"3,429"
Jacksonville St.,02/28/2009,91,74,Away,,-,"2,109"
UT Martin,03/03/2009,75,93,Away,,-,"5,233"
