Saint Peter's,11/15/2008,79,62,Away,,-,"1,163"
Delaware St.,11/17/2008,76,58,Home,,-,930
Rider,11/20/2008,68,69,Home,,-,982
Saint Francis (PA),11/24/2008,61,56,Home,,-,814
Rutgers,11/26/2008,76,71,Away,,-,"4,399"
Dartmouth,11/29/2008,73,60,Away,,-,629
Saint Joseph's,12/02/2008,64,77,Home,,-,"2,449"
Stony Brook,12/05/2008,50,71,Away,,-,"1,011"
Albany (NY),12/08/2008,65,64,Home,,-,638
Monmouth,12/21/2008,80,71,Away,,-,749
Longwood,12/28/2008,72,57,Home,,-,695
NJIT,12/31/2008,66,38,Away,,-,215
Columbia,01/02/2009,73,59,Home,,-,948
Princeton,01/07/2009,64,73,Away,,-,665
American,01/10/2009,66,76,Away,,1 OT,"2,565"
Navy,01/14/2009,58,63,Home,,-,"1,102"
Army,01/17/2009,77,57,Home,,-,"1,534"
Colgate,01/21/2009,45,58,Away,,-,450
Lafayette,01/24/2009,60,57,Away,,-,"3,107"
Bucknell,01/28/2009,61,59,Home,,-,819
Holy Cross,01/31/2009,52,67,Home,,-,"1,290"
American,02/07/2009,58,66,Home,,-,"1,874"
Navy,02/11/2009,70,59,Away,,-,"1,750"
Army,02/14/2009,75,82,Away,,3 OT,"1,052"
Colgate,02/18/2009,49,40,Home,,-,"1,030"
Lafayette,02/22/2009,66,68,Home,,-,"2,187"
Bucknell,02/25/2009,51,72,Away,,-,"1,948"
Holy Cross,02/28/2009,49,64,Away,,-,"2,287"
Army,03/04/2009,50,53,Away,,-,445
