Central Conn. St.,11/17/2008,58,57,Away,,-,"2,164"
Dartmouth,11/22/2008,65,60,Away,,-,"1,022"
Kennesaw St.,11/26/2008,50,54,Home,,-,200
UC Riverside,11/29/2008,44,54,Home,,-,210
Syracuse,12/01/2008,51,86,Away,,-,"18,422"
New Hampshire,12/03/2008,54,57,Home,,-,250
Harvard,12/06/2008,64,67,Home,,-,310
Maine,12/08/2008,56,67,Away,,-,"1,415"
Monmouth,12/13/2008,54,53,Away,,-,"1,080"
California,12/22/2008,48,83,Away,,-,"7,518"
TCU,12/30/2008,37,62,Away,,-,"3,093"
UTSA,01/02/2009,66,76,Away,,-,723
N.C. Central,01/06/2009,68,58,Away,,-,"1,654"
Army,01/10/2009,64,42,Away,,-,493
Lafayette,01/14/2009,62,69,Away,,-,"1,532"
American,01/17/2009,49,79,Home,,-,549
Lehigh,01/21/2009,58,45,Home,,-,450
Bucknell,01/24/2009,62,64,Away,,1 OT,"3,416"
Holy Cross,01/28/2009,44,68,Away,,-,"1,059"
Navy,01/31/2009,64,75,Home,,-,450
Bucknell,02/04/2009,68,57,Home,,-,468
Army,02/07/2009,55,53,Home,,-,455
Lafayette,02/11/2009,71,54,Home,,-,471
American,02/14/2009,44,69,Away,,-,"1,731"
Lehigh,02/18/2009,40,49,Away,,-,"1,030"
Longwood,02/21/2009,75,80,Away,,-,947
Holy Cross,02/25/2009,58,60,Home,,-,650
Navy,02/28/2009,64,77,Away,,-,"3,210"
Navy,03/04/2009,64,59,Away,,1 OT,"1,529"
Holy Cross,03/08/2009,44,61,Away,,-,"3,193"
