Rhode Island,11/14/2008,74,76,Away,,-,"5,859"
George Mason,11/17/2008,52,89,Away,,-,"5,469"
Holy Cross,11/19/2008,62,57,Away,,-,"1,912"
Northwestern,11/22/2008,64,73,Home,,-,"1,331"
Army,11/26/2008,80,73,Home,,-,781
Eastern Mich.,11/29/2008,53,51,Home,,-,633
Providence,12/03/2008,62,86,Away,,-,"6,155"
New Hampshire,12/06/2008,61,64,Away,,-,811
Hartford,12/09/2008,72,62,Home,,-,737
Wagner,12/21/2008,66,78,Away,,-,827
Quinnipiac,12/29/2008,89,73,Home,,-,"1,026"
American,01/02/2009,53,68,Away,,-,"1,012"
Virginia,01/06/2009,50,74,Away,,-,"8,357"
Bryant,01/10/2009,69,56,Home,,-,"1,233"
Yale,01/16/2009,62,70,Home,,-,"1,169"
Yale,01/23/2009,55,57,Away,,-,"2,011"
Cornell,01/30/2009,58,90,Away,,-,"3,213"
Columbia,01/31/2009,59,65,Away,,-,"1,401"
Dartmouth,02/06/2009,61,63,Away,,1 OT,966
Harvard,02/07/2009,63,64,Away,,-,"1,064"
Penn,02/13/2009,52,73,Home,,-,"1,139"
Princeton,02/14/2009,61,43,Home,,-,821
Columbia,02/20/2009,57,70,Home,,-2 OT,"1,313"
Cornell,02/21/2009,45,85,Home,,-2 OT,887
Princeton,02/27/2009,48,56,Away,,-,"1,887"
Penn,02/28/2009,54,64,Away,,-,"3,142"
Harvard,03/06/2009,61,59,Home,,-,871
Dartmouth,03/07/2009,69,59,Home,,-,"1,269"
