Wyoming,11/14/2008,58,84,Away,,-,"4,650"
Air Force,11/16/2008,62,70,Away,,-,"2,824"
Cal St. Northridge,11/21/2008,67,65,Home,,-,"1,976"
Sacramento St.,11/25/2008,72,62,Home,,-,"1,474"
Pepperdine,11/29/2008,79,72,Away,,1 OT,916
San Diego,12/01/2008,65,77,Home,,-,"1,529"
Pacific,12/03/2008,63,67,Away,,1 OT,"2,495"
UC Davis,12/06/2008,86,87,Away,,-,"1,185"
Fresno St.,12/10/2008,51,66,Away,,-,"9,104"
Cal St. Fullerton,12/13/2008,64,87,Away,,-,801
South Dakota St.,12/16/2008,65,86,Away,,-,"1,080"
Boise St.,12/20/2008,62,66,Home,,-,"1,649"
Cal Poly,12/23/2008,66,64,Home,,-,"1,376"
Portland,12/30/2008,76,79,Home,,1 OT,"1,508"
St. Mary's (CA),01/02/2009,74,80,Home,,-,"2,144"
Loyola Marymount,01/04/2009,69,72,Away,,-,"1,201"
San Jose St.,01/12/2009,61,55,Home,,-,"1,493"
UC Riverside,01/17/2009,63,64,Home,,-,"1,884"
UC Irvine,01/21/2009,72,85,Away,,-,933
Oregon St.,01/26/2009,59,65,Away,,-,"5,229"
Utah Valley,01/31/2009,69,60,Home,,-,"2,314"
Cal St. Northridge,02/05/2009,62,79,Away,,-,"1,028"
SMU,02/07/2009,56,73,Away,,-,"2,841"
Stanford,02/10/2009,50,85,Away,,-,"6,748"
Seattle,02/16/2009,54,78,Home,,-,"1,858"
Utah St.,02/18/2009,57,78,Away,,-,"8,189"
Utah Valley,02/20/2009,63,58,Away,,-,"1,463"
Cal Poly,02/25/2009,57,52,Away,,-,631
Cal St. Fullerton,03/03/2009,73,78,Home,,-,"1,663"
