Cumberland (TN),11/14/2008,85,93,Home,,-,"1,283"
Loyola Maryland,11/16/2008,70,73,Away,,-,"1,035"
Northern Ill.,11/21/2008,75,73,Home,,-,787
Miles,11/24/2008,109,92,Home,,-,837
Belmont,12/01/2008,63,91,Home,,-,"1,478"
Eastern Ill.,12/04/2008,61,71,Away,,-,"1,322"
Southeast Mo. St.,12/06/2008,83,72,Away,,-,"3,332"
Alabama A&M,12/14/2008,67,69,Away,,-,993
Alabama,12/17/2008,66,75,Away,,-,"8,275"
Kentucky,12/22/2008,58,102,Away,,-,"21,958"
Marshall,12/28/2008,60,74,Away,,-,"4,491"
Georgia Tech,12/30/2008,58,63,Away,,-,"6,918"
Eastern Ky.,01/03/2009,69,63,Home,,-,"1,137"
Morehead St.,01/05/2009,71,64,Home,,-,"1,523"
Murray St.,01/08/2009,71,75,Away,,-,"2,471"
UT Martin,01/10/2009,65,78,Away,,-,"3,736"
Austin Peay,01/17/2009,87,91,Home,,-,"2,581"
Jacksonville St.,01/22/2009,59,57,Home,,-,"1,035"
Tennessee Tech,01/24/2009,78,86,Home,,-,"2,285"
Morehead St.,01/29/2009,73,94,Away,,-,"4,075"
Eastern Ky.,01/31/2009,59,77,Away,,-,"2,700"
Murray St.,02/04/2009,58,88,Home,,-,"1,102"
UT Martin,02/07/2009,73,100,Home,,-,"4,987"
Jacksonville St.,02/09/2009,80,70,Away,,-,"2,298"
Austin Peay,02/14/2009,88,80,Away,,-,"3,397"
Tennessee Tech,02/19/2009,77,74,Away,,-,"1,920"
Detroit,02/21/2009,78,75,Home,,-,"3,789"
Southeast Mo. St.,02/26/2009,87,82,Home,,-,987
Eastern Ill.,02/28/2009,83,63,Home,,-,"1,317"
Murray St.,03/03/2009,74,88,Away,,-,"3,274"
