Florida A&M,11/16/2008,77,53,Home,,-,"10,301"
UMKC,11/19/2008,63,66,Home,,-,"10,282"
Centenary (LA),11/24/2008,65,44,Home,,-,"10,332"
Georgetown,11/27/2008,50,58,Neutral,"Lake Buena Vista, FL",-,"3,357"
Siena,11/28/2008,72,70,Neutral,"Lake Buena Vista, FL",-,"3,926"
Michigan St.,11/30/2008,57,65,Neutral,"Lake Buena Vista, FL",-,"3,768"
Texas Tech,12/03/2008,69,72,Away,,-,"9,621"
TCU,12/08/2008,48,57,Away,,-,"3,267"
Gardner-Webb,12/12/2008,76,64,Home,,-,"10,206"
Northern Ariz.,12/20/2008,58,53,Home,,-,"10,502"
North Dakota,12/22/2008,66,51,Home,,-,"10,502"
Creighton,12/28/2008,56,68,Away,,-,"17,954"
Bradley,12/31/2008,58,60,Home,,-,"10,502"
UNI,01/03/2009,54,78,Away,,-,"3,261"
Southern Ill.,01/07/2009,62,74,Home,,-,"10,103"
Drake,01/11/2009,69,74,Away,,-,"4,638"
Missouri St.,01/14/2009,55,68,Away,,-,"7,589"
Creighton,01/17/2009,74,61,Home,,-,"10,502"
Illinois St.,01/21/2009,64,58,Home,,-,"10,353"
Evansville,01/25/2009,51,50,Home,,-,"10,502"
Bradley,01/28/2009,50,65,Away,,-,"9,660"
Drake,01/31/2009,63,47,Home,,-,"10,502"
Indiana St.,02/04/2009,64,58,Away,,-,"3,271"
Evansville,02/07/2009,52,61,Away,,-,"7,130"
Missouri St.,02/10/2009,62,61,Home,,-,"10,214"
UNI,02/14/2009,69,61,Home,,-,"10,502"
Illinois St.,02/18/2009,59,74,Away,,-,"6,576"
Cleveland St.,02/21/2009,70,59,Home,,-,"10,443"
Indiana St.,02/24/2009,76,70,Home,,-,"10,502"
Southern Ill.,02/28/2009,68,72,Away,,-,"6,017"
Missouri St.,03/05/2009,59,46,Neutral,"St. Louis, MO",-,"6,534"
Creighton,03/06/2009,62,63,Neutral,"St. Louis, MO",-,"12,765"
Buffalo,03/18/2009,84,73,Home,,-,"6,647"
Stanford,03/23/2009,56,70,Home,,-,"8,812"
