Villanova,11/14/2008,60,78,Away,,-,"6,500"
DePaul,11/17/2008,64,75,Away,,-,"3,502"
Bryant,11/19/2008,76,67,Away,,-,"2,167"
Central Conn. St.,11/22/2008,68,67,Home,,-,"3,241"
Columbia,11/25/2008,66,49,Away,,-,"1,010"
Penn,11/29/2008,73,63,Home,,-,"2,427"
Bryant,12/01/2008,57,47,Home,,-,"1,971"
Siena,12/06/2008,64,71,Away,,-,"13,251"
Lehigh,12/08/2008,64,65,Away,,-,638
Canisius,12/13/2008,74,46,Home,,-,"2,748"
Sacred Heart,12/20/2008,60,59,Away,,-,314
St. Francis (NY),12/22/2008,68,56,Away,,-,407
Kansas,12/30/2008,43,79,Away,,-,"16,300"
Hartford,01/03/2009,54,64,Away,,-,"1,469"
Boston U.,01/08/2009,62,61,Home,,-,"2,237"
Vermont,01/11/2009,82,77,Away,,-,"2,778"
Binghamton,01/14/2009,72,66,Home,,-,"3,409"
Maine,01/17/2009,61,72,Away,,-,"1,682"
Stony Brook,01/23/2009,45,58,Home,,-,"2,786"
UMBC,01/25/2009,80,71,Home,,-,"2,381"
Hartford,01/28/2009,59,50,Home,,-,"1,012"
Boston U.,02/05/2009,67,77,Away,,-,"1,345"
Vermont,02/07/2009,70,79,Home,,-,"4,538"
Binghamton,02/09/2009,75,88,Away,,-,"5,142"
Stony Brook,02/12/2009,47,58,Away,,-,"1,412"
New Hampshire,02/15/2009,59,78,Home,,-,"2,151"
Maine,02/22/2009,80,69,Home,,-,"2,463"
New Hampshire,02/26/2009,56,64,Away,,-,"1,355"
UMBC,03/01/2009,64,68,Away,,-,"3,069"
Vermont,03/07/2009,56,52,Home,,1 OT,"4,538"
UMBC,03/08/2009,58,64,Home,,-,"3,656"
