Fresno St.,11/14/2008,65,77,Away,,-,"8,913"
UC Riverside,11/18/2008,49,61,Away,,-,477
Washington St.,11/21/2008,55,76,Away,,-,"8,504"
CSU Bakersfield,11/25/2008,62,72,Away,,-,"1,474"
Idaho,12/01/2008,58,72,Home,,-,720
UC Davis,12/03/2008,82,70,Home,,-,"1,292"
Santa Clara,12/06/2008,32,51,Away,,-,"1,620"
Utah Valley,12/09/2008,44,64,Home,,-,671
New Mexico St.,12/11/2008,65,76,Away,,-,"5,336"
Wyoming,12/20/2008,70,93,Away,,-,"4,479"
George Washington,12/23/2008,47,59,Home,,-,691
Southern Utah,12/27/2008,51,76,Away,,-,"1,314"
Pacific,12/30/2008,51,70,Home,,-,923
Portland St.,01/02/2009,67,79,Home,,-,705
Eastern Wash.,01/04/2009,74,87,Home,,-,521
Montana St.,01/08/2009,42,61,Away,,-,"2,953"
Montana,01/10/2009,63,80,Away,,-,"3,510"
Northern Colo.,01/13/2009,73,91,Away,,-,824
Northern Ariz.,01/18/2009,64,89,Home,,-,612
Weber St.,01/22/2009,59,67,Home,,-,791
Idaho St.,01/24/2009,72,69,Home,,-,692
Northern Colo.,01/29/2009,59,66,Home,,-,756
Eastern Wash.,02/05/2009,46,67,Away,,-,"1,774"
Portland St.,02/08/2009,42,59,Away,,-,976
Montana,02/12/2009,48,60,Home,,-,718
Montana St.,02/14/2009,54,69,Home,,-,687
Northern Ariz.,02/21/2009,58,68,Away,,-,"1,010"
Idaho St.,02/26/2009,39,74,Away,,-,"2,455"
Weber St.,02/28/2009,61,97,Away,,-,"6,255"
