Cal St. L.A.,11/14/2008,64,55,Home,,-,"1,562"
Utah St.,11/17/2008,59,61,Home,,-,"4,028"
North Carolina,11/21/2008,67,84,Home,,-,"6,000"
San Francisco,11/24/2008,72,73,Away,,-,"2,880"
Winston-Salem,11/28/2008,71,58,Neutral,"Normal, IL",-,"4,125"
Nicholls St.,11/29/2008,57,38,Neutral,"Normal, IL",-,"4,094"
Illinois St.,11/30/2008,59,87,Away,,-,"4,207"
Utah Valley,12/04/2008,62,57,Away,,-,"3,387"
Loyola Marymount,12/13/2008,81,61,Home,,-,"1,546"
Weber St.,12/17/2008,63,70,Away,,-,"2,442"
San Diego St.,12/20/2008,51,68,Away,,-,"5,042"
Ball St.,12/29/2008,71,51,Home,,-,"1,519"
Long Beach St.,01/02/2009,64,76,Away,,-,"1,852"
UC Riverside,01/04/2009,69,71,Away,,-,455
UC Irvine,01/08/2009,68,61,Home,,-,"1,628"
Cal St. Fullerton,01/10/2009,58,62,Home,,-,"3,174"
Cal Poly,01/17/2009,72,62,Away,,-,"2,775"
UC Davis,01/22/2009,75,89,Away,,-,"1,473"
Pacific,01/24/2009,36,58,Away,,-,"5,036"
Cal St. Northridge,01/29/2009,70,72,Home,,-,"3,128"
Cal St. Fullerton,02/05/2009,65,72,Away,,-,890
UC Irvine,02/07/2009,65,56,Away,,-,"2,310"
Cal Poly,02/14/2009,68,66,Home,,-,"2,014"
Pacific,02/18/2009,67,57,Home,,-,"1,402"
Montana St.,02/21/2009,78,71,Home,,-,"2,185"
Cal St. Northridge,02/25/2009,57,62,Away,,-,875
UC Davis,02/28/2009,66,64,Home,,-,"1,767"
UC Riverside,03/05/2009,66,53,Home,,-,"1,734"
Long Beach St.,03/07/2009,76,75,Home,,-,"3,047"
Cal St. Fullerton,03/12/2009,73,64,Neutral,"Anaheim, CA",-,"2,103"
Cal St. Northridge,03/13/2009,60,67,Neutral,"Anaheim, CA",-,"2,875"
