St. John's (NY),11/14/2008,63,73,Away,,-,"4,914"
Army,11/20/2008,78,68,Home,,-,974
Canisius,11/22/2008,63,76,Away,,-,"1,076"
Saint Peter's,11/26/2008,59,69,Away,,-,758
Saint Francis (PA),12/04/2008,73,58,Away,,-,"1,122"
Robert Morris,12/06/2008,70,81,Away,,-,944
Iona,12/10/2008,61,68,Home,,-,924
New Hampshire,12/13/2008,76,72,Home,,-,815
Bethune-Cookman,12/17/2008,71,46,Home,,-,758
Manhattan,12/22/2008,61,65,Away,,-,986
Charlotte,12/30/2008,68,79,Away,,-,"5,871"
Central Conn. St.,01/03/2009,57,44,Home,,-,824
Sacred Heart,01/05/2009,74,67,Home,,-,564
Bryant,01/07/2009,76,61,Home,,-,487
Wagner,01/10/2009,76,61,Away,,-,"1,034"
Mt. St. Mary's,01/15/2009,54,80,Away,,-,"1,052"
St. Francis (NY),01/19/2009,74,70,Home,,-,984
Monmouth,01/22/2009,73,74,Away,,-,743
Bryant,01/24/2009,55,57,Away,,-,971
Fairleigh Dickinson,01/29/2009,91,88,Home,,2 OT,985
Quinnipiac,01/31/2009,63,69,Away,,-,"2,092"
Mt. St. Mary's,02/05/2009,76,70,Home,,-,917
Sacred Heart,02/07/2009,72,101,Away,,-,"1,595"
Monmouth,02/12/2009,74,57,Home,,-,817
Wagner,02/14/2009,74,48,Home,,-,"1,082"
Saint Francis (PA),02/19/2009,85,71,Home,,-,802
Quinnipiac,02/21/2009,73,78,Home,,-,"1,140"
Fairleigh Dickinson,02/26/2009,85,67,Away,,-,913
St. Francis (NY),02/28/2009,66,54,Away,,-,726
Quinnipiac,03/05/2009,78,86,Home,,1 OT,935
