Idaho,11/16/2008,100,62,Home,,-,"14,759"
IPFW,11/19/2008,70,59,Away,,-,"6,704"
Maryland,11/27/2008,62,80,Neutral,"Lake Buena Vista, FL",-,"4,464"
Oklahoma St.,11/28/2008,94,79,Neutral,"Lake Buena Vista, FL",-,"4,658"
Wichita St.,11/30/2008,65,57,Neutral,"Lake Buena Vista, FL",-,"3,768"
North Carolina,12/03/2008,63,98,Neutral,"Detroit, MI",-,"25,267"
Bradley,12/07/2008,75,59,Home,,-,"14,759"
Alcorn St.,12/13/2008,118,60,Home,,-,"14,759"
Citadel,12/17/2008,79,65,Home,,-,"14,759"
Texas,12/20/2008,67,63,Neutral,"Houston, TX",-,"17,074"
Oakland,12/27/2008,82,66,Away,"Auburn Hills, MI",-,"15,361"
Minnesota,12/31/2008,70,58,Away,,-,"14,625"
Northwestern,01/03/2009,77,66,Away,,-,"8,117"
Ohio St.,01/06/2009,67,58,Home,,-,"14,759"
Kansas,01/10/2009,75,62,Home,,-,"14,759"
Penn St.,01/14/2009,78,73,Away,,-,"10,270"
Illinois,01/17/2009,63,57,Home,,-,"14,759"
Northwestern,01/21/2009,63,70,Home,,-,"14,759"
Ohio St.,01/25/2009,78,67,Away,,-,"18,767"
Iowa,01/29/2009,71,56,Away,,-,"13,640"
Penn St.,02/01/2009,68,72,Home,,-,"14,759"
Minnesota,02/04/2009,76,47,Home,,-,"14,759"
Indiana,02/07/2009,75,47,Home,,-,"14,759"
Michigan,02/10/2009,54,42,Away,,-,"13,751"
Purdue,02/17/2009,54,72,Away,,-,"14,123"
Wisconsin,02/22/2009,61,50,Home,,-,"14,759"
Iowa,02/25/2009,62,54,Home,,-,"14,759"
Illinois,03/01/2009,74,66,Away,,-,"16,618"
Indiana,03/03/2009,64,59,Away,,-,"15,006"
Purdue,03/08/2009,62,51,Home,,-,"14,759"
Minnesota,03/13/2009,64,56,Neutral,"Indianapolis, IN",-,"13,023"
Ohio St.,03/14/2009,70,82,Neutral,"Indianapolis, IN",-,"15,728"
Robert Morris,03/20/2009,77,62,Neutral,"Minneapolis, MN",-,"12,814"
Southern California,03/22/2009,74,69,Neutral,"Minneapolis, MN",-,"14,279"
Kansas,03/27/2009,67,62,Neutral,"Indianapolis, IN",-,"33,780"
Louisville,03/29/2009,64,52,Neutral,"Indianapolis, IN",-,"36,084"
Connecticut,04/04/2009,82,73,Neutral,"Detroit, MI",-,"72,456"
North Carolina,04/06/2009,72,89,Neutral,"Detroit, MI",-,"72,922"
