N.C. Central,11/14/2008,94,48,Home,,-,"9,573"
UNC Wilmington,11/19/2008,120,88,Home,,-,"10,061"
Winston-Salem,11/24/2008,62,31,Home,,-,"9,181"
Cal St. Fullerton,11/27/2008,75,69,Neutral,"Anaheim, CA",-,"1,388"
UTEP,11/28/2008,82,79,Neutral,"Anaheim, CA",-,"1,417"
Baylor,11/30/2008,87,74,Neutral,"Anaheim, CA",-,"1,877"
Indiana,12/02/2008,83,58,Home,,-,"12,445"
Bucknell,12/06/2008,81,52,Home,,-,"10,305"
Wright St.,12/14/2008,66,53,Home,,-,"8,904"
Richmond,12/19/2008,86,79,Away,,-,"6,635"
East Carolina,12/22/2008,95,54,Away,,-,"7,575"
Radford,12/30/2008,83,61,Home,,-,"11,253"
BYU,01/03/2009,94,87,Away,,-,"23,096"
North Carolina,01/11/2009,92,89,Home,,-,"14,714"
Boston College,01/14/2009,83,63,Away,,-,"8,606"
Clemson,01/17/2009,78,68,Away,,-,"10,000"
Virginia Tech,01/21/2009,71,78,Home,,-,"14,110"
Duke,01/28/2009,70,68,Home,,-,"14,665"
Georgia Tech,01/31/2009,74,76,Away,,-,"8,853"
Miami (FL),02/04/2009,52,79,Away,,-,"5,792"
Boston College,02/08/2009,93,76,Home,,-,"11,185"
North Carolina St.,02/11/2009,76,82,Away,,-,"16,848"
Florida St.,02/14/2009,86,63,Home,,-,"13,854"
Georgia Tech,02/18/2009,87,69,Home,,-,"12,809"
Duke,02/22/2009,91,101,Away,,-,"9,314"
North Carolina St.,02/26/2009,85,78,Home,,-,"14,108"
Virginia,02/28/2009,70,60,Away,,-,"11,065"
Maryland,03/03/2009,65,63,Away,,-,"17,950"
Clemson,03/08/2009,96,88,Home,,-,"14,665"
Maryland,03/13/2009,64,75,Neutral,"Atlanta, GA",-,"26,352"
Cleveland St.,03/20/2009,69,84,Neutral,"Miami, FL",-,"8,990"
