Central Mich.,11/14/2008,53,55,Home,,-,"1,750"
Maine,11/19/2008,55,58,Home,,1 OT,"1,555"
Army,11/23/2008,55,43,Away,,-,469
Fordham,11/26/2008,73,61,Away,,-,"1,107"
South Carolina,12/02/2008,58,84,Home,,-,"1,984"
St. Bonaventure,12/06/2008,53,60,Away,,-,"4,223"
Rutgers,12/10/2008,44,49,Home,,-,"2,912"
Manhattan,12/14/2008,60,70,Away,,-,"1,276"
Central Conn. St.,12/20/2008,56,67,Away,,-,"1,724"
Lafayette,12/30/2008,53,54,Away,,-,"1,574"
UNC Greensboro,01/03/2009,65,55,Home,,-,"1,900"
Lehigh,01/07/2009,73,64,Home,,-,665
Concordia (NY),01/25/2009,64,44,Home,,-,"1,734"
Dartmouth,01/30/2009,59,54,Away,,-,830
Harvard,01/31/2009,77,71,Away,,-,"2,195"
Cornell,02/06/2009,61,41,Home,,-,"2,413"
Columbia,02/07/2009,63,35,Home,,-,"3,122"
Yale,02/13/2009,48,60,Away,,-,"1,874"
Brown,02/14/2009,43,61,Away,,-,821
Penn,02/17/2009,55,62,Home,,1 OT,"2,335"
Harvard,02/20/2009,58,55,Home,,-2 OT,"2,858"
Dartmouth,02/21/2009,63,66,Home,,-2 OT,"3,183"
Brown,02/27/2009,56,48,Home,,-,"1,887"
Yale,02/28/2009,62,54,Home,,-,"2,784"
Columbia,03/06/2009,44,58,Away,,-,"1,388"
Cornell,03/07/2009,51,60,Away,,-,"4,211"
Penn,03/10/2009,59,56,Away,,-2 OT,"4,087"
