Quinnipiac,11/10/2012,61,65,Home,,-,"3,186"
Mt. St. Mary's,11/13/2012,63,70,Away,,-,"1,522"
Sacred Heart,11/16/2012,62,47,Home,,-,"1,611"
La Salle,11/20/2012,51,64,Home,,-,819
Central Conn. St.,11/24/2012,80,77,Home,,-,"1,302"
Yale,11/29/2012,60,51,Away,,-,582
Holy Cross,12/01/2012,48,45,Home,,-,"1,620"
Arizona St.,12/05/2012,63,71,Away,,-,"4,487"
Fairleigh Dickinson,12/09/2012,69,59,Away,,-,355
Niagara,12/12/2012,59,75,Away,,-,"1,556"
Rice,12/15/2012,58,51,Away,,-,"1,632"
Marist,12/22/2012,56,46,Home,,-,"3,508"
Colorado,12/29/2012,52,80,Away,,-,"10,228"
Binghamton,01/02/2013,71,68,Home,,-,797
Boston U.,01/05/2013,77,74,Away,,-,479
Maine,01/09/2013,68,61,Home,,-,"2,811"
Stony Brook,01/12/2013,59,73,Away,,-,"1,630"
UMBC,01/16/2013,57,70,Away,,-,"1,205"
Albany (NY),01/19/2013,46,56,Home,,-,"1,996"
New Hampshire,01/24/2013,51,40,Away,,-,876
Vermont,01/30/2013,43,49,Home,,-,"1,809"
Boston U.,02/02/2013,66,58,Home,,-,"2,514"
Binghamton,02/06/2013,76,62,Away,,-,"2,461"
Stony Brook,02/10/2013,60,55,Home,,-,"1,398"
Maine,02/13/2013,64,66,Away,,-,"1,004"
Albany (NY),02/16/2013,49,75,Away,,-,"2,906"
New Hampshire,02/20/2013,49,44,Home,,-,"2,263"
UMBC,02/28/2013,68,56,Home,,-,"2,264"
Vermont,03/03/2013,61,58,Away,,-,"2,850"
UMBC,03/09/2013,62,69,Neutral,"Albany, NY",-,"1,839"
Rider,03/19/2013,54,63,Home,,-,871
