Pacific (OR),11/09/2012,77,58,Home,,-,"1,027"
Oregon,11/12/2012,69,80,Away,,-,"5,577"
Portland,11/21/2012,60,81,Away,,-,"1,224"
Oklahoma St.,11/25/2012,58,81,Away,,-,"8,219"
Loyola Marymount,12/01/2012,56,66,Away,,-,"2,592"
Oregon St.,12/12/2012,74,79,Home,,-,"1,500"
George Fox,12/15/2012,85,74,Home,,-,708
Idaho St.,12/20/2012,63,49,Home,,-,659
Weber St.,12/22/2012,69,73,Home,,1 OT,802
Montana St.,01/03/2013,59,62,Away,,-,"2,106"
Montana,01/05/2013,55,62,Away,,-,"3,907"
Sacramento St.,01/10/2013,87,69,Home,,-,807
Northern Ariz.,01/12/2013,79,74,Home,,-,844
Northern Colo.,01/17/2013,50,67,Away,,-,"1,341"
North Dakota,01/19/2013,76,85,Away,,-,"1,519"
Southern Utah,01/24/2013,63,76,Away,,-,"2,098"
Eastern Wash.,01/28/2013,65,76,Away,,-,"1,214"
Montana,01/31/2013,68,81,Home,,-,"1,307"
Montana St.,02/02/2013,64,70,Home,,-,921
Northern Ariz.,02/07/2013,72,79,Away,,-,"1,156"
Sacramento St.,02/09/2013,71,77,Away,,-,786
Southern Utah,02/14/2013,90,69,Home,,-,724
Eastern Wash.,02/18/2013,89,80,Home,,-,810
UC Riverside,02/23/2013,66,58,Home,,-,870
North Dakota,02/28/2013,66,74,Home,,-,863
Northern Colo.,03/02/2013,75,85,Home,,-,961
Weber St.,03/07/2013,52,80,Away,,-,"6,835"
Idaho St.,03/09/2013,71,72,Away,,-,"2,018"
