Missouri,11/10/2012,69,83,Away,,-,"10,054"
Western Ill.,11/14/2012,62,50,Home,,-,"1,706"
Southern Ill.,11/20/2012,55,71,Home,,-,"3,507"
Tex.-Pan American,11/24/2012,66,77,Away,,-,305
Chicago St.,12/01/2012,71,57,Home,,-,"1,502"
Northern Ill.,12/05/2012,54,65,Away,,-,"2,750"
Western Ill.,12/08/2012,38,55,Away,,-,"1,786"
Eureka,12/17/2012,77,74,Home,,-,"1,078"
Robert Morris-S'fiel,12/19/2012,81,49,Home,,-,"1,055"
Saint Louis,12/28/2012,41,68,Away,,-,"8,175"
Morehead St.,01/03/2013,64,68,Away,,-,"1,716"
Eastern Ky.,01/05/2013,72,78,Away,,-,"1,400"
Jacksonville St.,01/10/2013,62,75,Home,,-,"1,903"
Tennessee Tech,01/12/2013,58,54,Home,,-,"1,642"
Austin Peay,01/17/2013,66,53,Away,,-,"2,014"
Murray St.,01/19/2013,61,70,Away,,-,"5,102"
Southeast Mo. St.,01/24/2013,80,77,Home,,-,"1,989"
UT Martin,01/26/2013,62,65,Home,,-,"1,634"
Eastern Ill.,02/02/2013,49,45,Home,,-,"2,044"
Southeast Mo. St.,02/07/2013,67,76,Away,,-,"2,212"
UT Martin,02/09/2013,68,77,Away,,-,"2,137"
Murray St.,02/14/2013,65,60,Home,,-,"2,103"
Austin Peay,02/16/2013,71,83,Home,,-,"2,436"
Tennessee St.,02/20/2013,73,83,Home,,-,"1,449"
Central Ark.,02/23/2013,78,80,Away,,-,"1,889"
Belmont,02/27/2013,43,73,Away,,-,"1,364"
Eastern Ill.,03/02/2013,46,61,Away,,-,"1,885"
