Belmont,11/09/2012,60,89,Home,,-,"4,685"
Maryville (MO),11/12/2012,73,55,Home,,-,"1,124"
Gardner-Webb,11/14/2012,66,62,Away,,-,"1,450"
Ole Miss,11/23/2012,45,91,Away,,-,"4,591"
Murray St.,11/26/2012,79,88,Home,,-,"2,985"
Tennessee Tech,11/30/2012,80,64,Home,,-,"2,254"
Belmont,12/04/2012,66,100,Away,,-,"3,196"
UT Martin,12/08/2012,86,62,Home,,-,"2,129"
Kentucky,12/15/2012,50,88,Away,,-,"21,323"
Austin Peay,12/18/2012,87,84,Away,,-,"2,498"
Memphis,12/20/2012,56,62,Away,,-,"15,454"
North Florida,12/31/2012,70,84,Away,,-,976
Jacksonville,01/02/2013,71,85,Away,,-,671
East Tenn. St.,01/05/2013,60,56,Home,,-,"1,722"
USC Upstate,01/07/2013,61,98,Home,,-,"1,112"
Northern Ky.,01/11/2013,53,67,Away,,-,"2,891"
FGCU,01/17/2013,87,78,Away,,1 OT,"1,960"
Stetson,01/19/2013,69,85,Away,,-,"1,017"
Kennesaw St.,01/24/2013,79,72,Home,,1 OT,895
Mercer,01/26/2013,65,71,Home,,-,"2,926"
USC Upstate,01/31/2013,71,83,Away,,-,712
East Tenn. St.,02/02/2013,88,90,Away,,1 OT,"2,585"
Northern Ky.,02/08/2013,76,58,Home,,-,"1,345"
Stetson,02/14/2013,66,76,Home,,-,683
FGCU,02/16/2013,84,74,Home,,-,"1,754"
Mercer,02/21/2013,58,83,Away,,-,"2,727"
Kennesaw St.,02/23/2013,70,55,Away,,-,"1,288"
Jacksonville,02/28/2013,77,73,Home,,-,986
North Florida,03/02/2013,78,85,Home,,-,"2,674"
Mercer,03/06/2013,48,82,Away,,-,"3,527"
