St. Francis Brooklyn,11/09/2012,65,76,Home,,-,"1,217"
LIU Brooklyn,11/12/2012,98,94,Home,,1 OT,907
Kentucky,11/16/2012,49,101,Away,,-,"21,360"
Morehead St.,11/18/2012,74,88,Away,,-,"2,431"
Maryland,11/20/2012,74,83,Away,,-,"10,882"
Princeton,11/24/2012,53,72,Home,,-,"1,544"
Monmouth,11/26/2012,60,65,Away,,-,"1,375"
Delaware,11/28/2012,63,60,Home,,-,"1,079"
LIU Brooklyn,12/01/2012,60,71,Away,,-,795
Saint Francis (PA),12/04/2012,61,58,Home,,-,844
Fairleigh Dickinson,12/07/2012,80,82,Away,,-,652
Sacred Heart,12/09/2012,72,70,Home,,-,"1,017"
Arcadia,12/18/2012,86,62,Home,,-,524
Minnesota,12/22/2012,50,75,Away,,-,"14,625"
Stanford,12/29/2012,59,65,Away,,-,"4,941"
NJIT,01/02/2013,83,66,Home,,-,889
Penn,01/08/2013,85,83,Away,,-,"2,805"
Navy,01/12/2013,64,47,Home,,-,"1,954"
Army,01/16/2013,54,77,Away,,-,773
Bucknell,01/19/2013,51,66,Away,,-,"3,719"
Holy Cross,01/23/2013,63,53,Home,,-,"1,679"
Lehigh,01/27/2013,78,57,Away,,-,"3,279"
Colgate,01/30/2013,69,40,Home,,-,"2,470"
American,02/02/2013,64,68,Away,,-,"1,209"
Navy,02/09/2013,70,47,Away,,-,"3,212"
Army,02/13/2013,68,85,Home,,-,"1,071"
Bucknell,02/16/2013,63,62,Home,,-,"3,244"
Holy Cross,02/20/2013,79,76,Away,,-,"1,238"
Lehigh,02/24/2013,79,71,Home,,-,"3,433"
Colgate,02/27/2013,80,67,Away,,-,572
American,03/02/2013,80,72,Home,,-,"3,033"
Holy Cross,03/06/2013,77,54,Home,,-,"1,903"
Lehigh,03/09/2013,82,69,Home,,-,"3,500"
Bucknell,03/13/2013,56,64,Away,,-,"3,645"
