UNC Asheville,11/11/2012,67,59,Home,,-,"3,052"
Richmond,11/13/2012,58,101,Away,,-,"3,753"
Ohio,11/16/2012,47,85,Away,,-,"6,317"
Purdue,11/21/2012,40,66,Away,,-,"9,386"
Wofford,11/24/2012,49,37,Home,,-,"2,876"
Hampton,11/25/2012,61,60,Home,,-,"2,596"
Marshall,12/01/2012,58,61,Away,,-,"5,689"
Coker,12/05/2012,62,47,Home,,-,"2,769"
Georgia Tech,12/08/2012,66,73,Away,,-,"5,982"
Davidson,12/15/2012,61,77,Away,,-,"4,028"
UNC Greensboro,12/19/2012,87,73,Home,,-,"3,497"
Campbell,12/29/2012,60,72,Away,,-,"1,726"
Towson,01/02/2013,74,79,Home,,-,"3,331"
Northeastern,01/05/2013,64,68,Away,,-,"2,482"
James Madison,01/09/2013,50,78,Away,,-,"2,837"
George Mason,01/12/2013,82,74,Home,,-,"3,031"
Old Dominion,01/16/2013,65,60,Home,,-,"3,832"
Georgia St.,01/23/2013,63,81,Away,,-,"1,427"
Hofstra,01/26/2013,57,51,Away,,-,"2,173"
James Madison,01/28/2013,56,63,Home,,-,"2,762"
Delaware,02/02/2013,56,71,Away,,-,"2,396"
Towson,02/04/2013,68,81,Away,,-,"1,368"
Georgia St.,02/06/2013,76,72,Home,,-,"2,767"
Hofstra,02/09/2013,56,65,Home,,-,"2,901"
William & Mary,02/13/2013,86,92,Away,,-,"2,332"
Northeastern,02/16/2013,73,67,Home,,-,"3,730"
Old Dominion,02/20/2013,61,84,Away,,-,"5,951"
Delaware,02/23/2013,78,79,Home,,-,"3,432"
William & Mary,02/27/2013,72,73,Home,,-,"3,468"
Drexel,03/02/2013,46,62,Away,,-,"2,011"
