UC Merced,11/09/2012,96,62,Home,,-,598
CSU Bakersfield,11/14/2012,85,67,Home,,-,492
Utah,11/16/2012,74,71,Away,,-,"6,263"
UC Davis,11/20/2012,76,87,Home,,-,"1,269"
Central Ark.,11/24/2012,71,68,Away,,-,729
Dominican (CA),11/27/2012,77,68,Home,,-,550
Arizona St.,12/01/2012,70,90,Away,,-,"5,007"
San Jose St.,12/08/2012,57,62,Away,,-,"1,442"
Montana St.,12/19/2012,62,57,Home,,-,523
Montana,12/21/2012,60,61,Home,,-,612
Northern Ariz.,01/03/2013,50,57,Away,,-,657
Southern Utah,01/07/2013,64,59,Home,,-,405
Portland St.,01/10/2013,69,87,Away,,-,807
Eastern Wash.,01/12/2013,60,53,Away,,-,"1,006"
Idaho St.,01/17/2013,59,60,Away,,-,"1,726"
Weber St.,01/19/2013,56,65,Away,,-,"6,654"
North Dakota,01/24/2013,67,58,Home,,-,681
Northern Colo.,01/26/2013,79,72,Home,,-,684
Southern Utah,01/31/2013,67,79,Away,,-,"2,022"
Northern Ariz.,02/04/2013,61,62,Home,,-,454
Eastern Wash.,02/07/2013,61,55,Home,,-,859
Portland St.,02/09/2013,77,71,Home,,-,786
North Dakota,02/14/2013,48,49,Away,,-,"1,692"
Northern Colo.,02/16/2013,64,78,Away,,-,"1,540"
UC Santa Barbara,02/23/2013,51,50,Away,,-,"1,758"
Weber St.,02/28/2013,55,70,Home,,-,"1,362"
Idaho St.,03/02/2013,53,52,Home,,-,897
Montana,03/07/2013,52,63,Away,,-,"4,313"
Montana St.,03/09/2013,55,71,Away,,-,"2,503"
