Crowley's Ridge,11/10/2012,107,32,Home,,-,"1,892"
Coastal Caro.,11/15/2012,71,69,Home,,-,"1,231"
East Tenn. St.,11/17/2012,65,62,Away,,-,"2,526"
Evansville,11/20/2012,50,62,Home,,-,"2,027"
Loyola Chicago,11/28/2012,78,81,Away,,-,"1,812"
Lipscomb,11/30/2012,64,80,Away,,-,"2,254"
Berea,12/03/2012,69,45,Home,,-,855
Green Bay,12/06/2012,74,68,Home,,-,"1,550"
Gardner-Webb,12/08/2012,41,61,Away,,-,"1,645"
Milwaukee,12/15/2012,69,58,Away,,-,"2,016"
Auburn,12/18/2012,62,81,Away,,-,"4,323"
Oklahoma St.,12/22/2012,42,78,Away,,-,"9,347"
Jacksonville St.,12/29/2012,62,83,Away,,-,"1,229"
Tennessee St.,01/03/2013,66,72,Home,,-,901
Belmont,01/05/2013,52,83,Home,,-,"3,582"
Eastern Ill.,01/10/2013,77,73,Away,,-,"1,004"
SIU Edwardsville,01/12/2013,54,58,Away,,-,"1,642"
Southeast Mo. St.,01/19/2013,62,74,Away,,-,"2,294"
Murray St.,01/24/2013,39,47,Home,,-,"1,711"
Austin Peay,01/26/2013,70,52,Home,,-,"2,459"
Tennessee St.,01/31/2013,65,84,Away,,-,"1,241"
Belmont,02/02/2013,52,74,Away,,-,"3,641"
Jacksonville St.,02/09/2013,78,64,Home,,-,"3,101"
Eastern Ky.,02/14/2013,69,80,Away,,-,"2,350"
Morehead St.,02/16/2013,63,65,Away,,-,"2,345"
UT Martin,02/21/2013,83,68,Home,,-,"1,269"
UMKC,02/23/2013,68,62,Home,,-,"1,534"
Eastern Ky.,02/28/2013,54,69,Home,,-,"2,295"
Morehead St.,03/02/2013,72,66,Home,,-,"2,460"
