Penn St.,11/09/2012,58,65,Away,,-,"7,329"
Niagara,11/13/2012,69,86,Away,,-,"1,714"
Youngstown St.,11/16/2012,60,75,Away,,-,"2,023"
Colgate,11/21/2012,76,85,Home,,-,652
Notre Dame,11/24/2012,52,69,Away,,-,"6,174"
American,12/01/2012,51,61,Away,,-,"1,918"
Lafayette,12/04/2012,58,61,Away,,-,844
Lehigh,12/08/2012,67,83,Home,,-,"1,526"
Bucknell,12/17/2012,49,76,Home,,-,721
Kent St.,12/20/2012,48,77,Away,,-,"1,421"
Cornell,12/28/2012,67,79,Home,,-,627
Central Conn. St.,01/03/2013,67,60,Home,,-,581
Bryant,01/05/2013,58,78,Home,,-,622
Monmouth,01/10/2013,60,65,Away,,-,"1,263"
Fairleigh Dickinson,01/12/2013,69,79,Away,,1 OT,427
Quinnipiac,01/17/2013,66,75,Home,,1 OT,831
Sacred Heart,01/19/2013,72,75,Home,,-,"1,310"
Robert Morris,01/24/2013,70,84,Home,,-,"1,411"
Wagner,01/26/2013,56,81,Home,,-,"1,002"
LIU Brooklyn,01/31/2013,62,82,Away,,-,"1,013"
St. Francis Brooklyn,02/02/2013,64,61,Away,,-,625
Robert Morris,02/06/2013,48,60,Away,,-,"1,366"
Mt. St. Mary's,02/09/2013,58,69,Home,,-,"1,236"
Sacred Heart,02/14/2013,64,60,Away,,-,331
Quinnipiac,02/16/2013,55,71,Away,,-,"1,687"
Fairleigh Dickinson,02/21/2013,69,63,Home,,-,811
Monmouth,02/23/2013,70,68,Home,,-,"1,131"
Central Conn. St.,02/28/2013,81,84,Away,,2 OT,"1,495"
Bryant,03/02/2013,60,85,Away,,-,"1,654"
