Indiana,11/09/2012,54,97,Away,,-,"17,472"
Providence,11/12/2012,49,81,Away,,-,"4,307"
New Hampshire,11/17/2012,76,64,Home,,-,812
Brown,11/21/2012,68,61,Away,,-,"1,509"
Boston College,11/25/2012,56,54,Away,,-,"2,265"
Army,12/01/2012,70,59,Home,,-,"1,968"
Yale,12/05/2012,62,64,Home,,-,"1,492"
Binghamton,12/08/2012,78,56,Home,,-,845
Navy,12/10/2012,59,69,Away,,-,673
Dartmouth,12/22/2012,79,66,Home,,-,781
Lehigh,12/29/2012,80,79,Away,,-,"1,559"
Robert Morris,01/03/2013,84,77,Away,,-,478
Saint Francis (PA),01/05/2013,78,58,Away,,-,622
Quinnipiac,01/10/2013,103,95,Home,,-,923
Central Conn. St.,01/12/2013,69,62,Away,,-,"1,846"
Mt. St. Mary's,01/17/2013,79,78,Home,,1 OT,909
Wagner,01/19/2013,82,59,Home,,-,876
Sacred Heart,01/24/2013,76,87,Away,,-,728
LIU Brooklyn,01/26/2013,78,79,Home,,-,"2,368"
Fairleigh Dickinson,01/31/2013,78,63,Away,,-,"1,117"
Monmouth,02/02/2013,77,62,Away,,-,"2,403"
St. Francis Brooklyn,02/07/2013,84,77,Home,,-,"1,781"
Mt. St. Mary's,02/14/2013,70,84,Away,,-,778
Wagner,02/16/2013,75,89,Away,,-,"1,657"
Central Conn. St.,02/21/2013,88,67,Home,,-,"1,386"
Quinnipiac,02/23/2013,58,69,Away,,-,"2,867"
Sacred Heart,02/25/2013,84,68,Home,,-,"1,397"
Robert Morris,02/28/2013,75,77,Home,,-,"2,680"
Saint Francis (PA),03/02/2013,85,60,Home,,-,"1,654"
Mt. St. Mary's,03/06/2013,69,75,Home,,-,"2,680"
Richmond,03/20/2013,71,76,Home,,-,"1,854"
