Neb. Omaha,11/09/2012,64,77,Away,,-,"2,224"
Valparaiso,11/13/2012,46,69,Away,,-,"2,445"
Judson (IL),11/18/2012,72,54,Home,,-,626
Loyola Chicago,11/24/2012,46,53,Home,,-,995
Ill.-Chicago,11/27/2012,46,58,Home,,-,947
Dayton,12/01/2012,43,60,Away,,-,"12,637"
SIU Edwardsville,12/05/2012,65,54,Home,,-,"2,750"
Milwaukee,12/07/2012,73,80,Away,,1 OT,"2,034"
DePaul,12/16/2012,64,69,Away,,-,"7,155"
Seattle,12/19/2012,48,75,Away,,-,"2,362"
Washington,12/22/2012,57,67,Away,,-,"7,805"
Massachusetts,12/29/2012,59,64,Home,,-,"1,100"
Miami (OH),01/09/2013,72,61,Away,,-,907
Akron,01/12/2013,53,68,Home,,-,977
Ohio,01/16/2013,63,81,Away,,-,"7,648"
Western Mich.,01/19/2013,34,71,Home,,-,997
Central Mich.,01/23/2013,74,61,Away,,-,"1,347"
Eastern Mich.,01/26/2013,25,42,Away,,-,888
Kent St.,01/30/2013,67,65,Home,,-,719
Toledo,02/02/2013,64,69,Home,,-,"1,382"
Bowling Green,02/06/2013,41,57,Home,,-,708
Buffalo,02/09/2013,54,59,Away,,-,"4,136"
Ball St.,02/13/2013,52,56,Home,,-,864
Western Mich.,02/16/2013,58,66,Away,,-,"3,569"
Eastern Ill.,02/23/2013,47,59,Home,,-,"1,009"
Eastern Mich.,02/27/2013,41,53,Home,,-,826
Central Mich.,03/02/2013,50,69,Home,,-,"1,324"
Toledo,03/05/2013,46,70,Away,,-,"3,603"
Ball St.,03/09/2013,51,53,Away,,-,"3,237"
Eastern Mich.,03/11/2013,44,45,Away,,-,302
